iucn_sid,cat_score,sens,code,stressor,score_num
6494,0.4,TRUE,5.4.2,pel_lb,5
6494,0.4,TRUE,5.4.3,art_fish,8
6494,0.4,TRUE,5.4.4,dem_dest,8
6494,0.4,TRUE,5.4.4,dem_nondest_hb,8
6494,0.4,TRUE,5.4.4,dem_nondest_lb,8
6494,0.4,TRUE,5.4.4,pel_hb,8
6494,0.4,TRUE,5.4.4,pel_lb,8
6814,NA,FALSE,5.4.1,art_fish,NA
6814,NA,FALSE,5.4.3,art_fish,NA
6814,NA,FALSE,5.4.4,dem_dest,NA
6814,NA,FALSE,5.4.4,dem_nondest_hb,NA
6814,NA,FALSE,5.4.4,dem_nondest_lb,NA
6814,NA,FALSE,5.4.4,pel_hb,NA
6814,NA,FALSE,5.4.4,pel_lb,NA
6909,0.4,TRUE,5.4.1,art_fish,6
6909,0.4,TRUE,5.4.3,art_fish,5
7750,0.6,TRUE,5.4.4,dem_dest,3
7750,0.6,TRUE,5.4.4,dem_nondest_hb,3
7750,0.6,TRUE,5.4.4,dem_nondest_lb,3
7750,0.6,TRUE,5.4.4,pel_hb,3
7750,0.6,TRUE,5.4.4,pel_lb,3
7854,NA,FALSE,5.4.1,art_fish,NA
7854,NA,FALSE,5.4.2,dem_dest,NA
7854,NA,FALSE,5.4.2,dem_nondest_hb,NA
7854,NA,FALSE,5.4.2,dem_nondest_lb,NA
7854,NA,FALSE,5.4.2,pel_hb,NA
7854,NA,FALSE,5.4.2,pel_lb,NA
7854,NA,FALSE,5.4.4,dem_dest,NA
7854,NA,FALSE,5.4.4,dem_nondest_hb,NA
7854,NA,FALSE,5.4.4,dem_nondest_lb,NA
7854,NA,FALSE,5.4.4,pel_hb,NA
7854,NA,FALSE,5.4.4,pel_lb,NA
7858,NA,FALSE,5.4.1,art_fish,NA
7858,NA,FALSE,5.4.2,dem_dest,NA
7858,NA,FALSE,5.4.2,dem_nondest_hb,NA
7858,NA,FALSE,5.4.2,dem_nondest_lb,NA
7858,NA,FALSE,5.4.2,pel_hb,NA
7858,NA,FALSE,5.4.2,pel_lb,NA
7859,0.4,TRUE,5.4.1,art_fish,5
7859,0.4,TRUE,5.4.2,dem_dest,8
7859,0.4,TRUE,5.4.2,dem_nondest_hb,8
7859,0.4,TRUE,5.4.2,dem_nondest_lb,8
7859,0.4,TRUE,5.4.2,pel_hb,8
7859,0.4,TRUE,5.4.2,pel_lb,8
7860,0.2,TRUE,5.4.1,art_fish,3
7860,0.2,TRUE,5.4.2,dem_dest,3
7860,0.2,TRUE,5.4.2,dem_nondest_hb,3
7860,0.2,TRUE,5.4.2,dem_nondest_lb,3
7860,0.2,TRUE,5.4.2,pel_hb,3
7860,0.2,TRUE,5.4.2,pel_lb,3
7860,0.2,TRUE,5.4.4,dem_dest,3
7860,0.2,TRUE,5.4.4,dem_nondest_hb,3
7860,0.2,TRUE,5.4.4,dem_nondest_lb,3
7860,0.2,TRUE,5.4.4,pel_hb,3
7860,0.2,TRUE,5.4.4,pel_lb,3
7861,0.4,TRUE,5.4.1,art_fish,3
7861,0.4,TRUE,5.4.2,dem_dest,3
7861,0.4,TRUE,5.4.2,dem_nondest_hb,3
7861,0.4,TRUE,5.4.2,dem_nondest_lb,3
7861,0.4,TRUE,5.4.2,pel_hb,3
7861,0.4,TRUE,5.4.2,pel_lb,3
7862,0.8,FALSE,5.4.1,art_fish,NA
7862,0.8,TRUE,5.4.2,dem_dest,8
7862,0.8,TRUE,5.4.2,dem_nondest_hb,8
7862,0.8,TRUE,5.4.2,dem_nondest_lb,8
7862,0.8,TRUE,5.4.2,pel_hb,8
7862,0.8,TRUE,5.4.2,pel_lb,8
8005,0.8,FALSE,5.4.1,art_fish,NA
8005,0.8,TRUE,5.4.2,dem_dest,7
8005,0.8,TRUE,5.4.2,dem_nondest_hb,7
8005,0.8,TRUE,5.4.2,dem_nondest_lb,7
8005,0.8,TRUE,5.4.2,pel_hb,7
