range_km2,iucn_sid
1147836.6175678454,185019
NA,185020
NA,185021
1414009.5654089653,185022
105085086.30633397,185023
NA,185024
41127.49163177795,185025
40017750.53724239,185026
NA,185027
211.32668672239527,185028
4572558.479411328,185029
138874.8167279638,185030
NA,185031
NA,185032
848370.9838470558,185033
186468.7302688812,185034
4991342.478886904,185035
129144997.22778156,185036
1616417.7419897208,185037
20032648.647901546,185038
1040223.305133576,185039
9218183.597554758,185040
NA,185041
4799038.68698447,185042
316.9900300835929,185043
3728304.872942578,185044
1584.9501504179646,185045
33579.98518460457,185046
7573.703944621194,185047
1643663.166043802,185048
390480.19526735914,185049
9498500.588111507,185050
808201.448415326,185051
91089.66118958581,185052
57459.02751883766,185053
7007199.095833214,185054
21874.931821576425,185055
1272419.8120667234,185056
795.5314568652977,185057
3924489.391800417,185058
1164367.2545950257,185059
NA,185060
985635.5262492336,185061
3912635.8855460547,185062
1556673.4171324058,185063
6437702.4923268445,185064
860342.3787209593,185065
1983002.3033910233,185066
2902646.2684438825,185067
44352.406690637596,185068
4751902.356678908,185069
339779.2555942508,185070
2748599.592860024,185071
1586832.8790415558,185072
2340816.806813122,185073
2221080.153940534,185074
1312147.4826040168,185075
1902889.4040720342,185076
1605209.568357583,185077
20915.229228502525,185078
158072.36166835166,185079
NA,185080
1761249.0021834236,185081
1150307.9171605406,185082
3432743.543850403,185083
5665719.992925388,185084
316.9900300835929,185085
1556625.388510946,185086
358520.96350986254,185087
127789.77138972553,185088
NA,185089
97622.4502951086,185090
2019683.2018912681,185091
806214.8029642105,185092
NA,185093
1133612.2356708406,185094
1395505.381560223,185095
285966.92327518784,185096
NA,185126
NA,185127
NA,185128
NA,185129
329837.29545009637,185130
120631.73484494665,185131
87349.52820121948,185132
78269.46665678051,185133
140549.71165320874,185134
1234.776589452832,185135
14022.660885115274,185136
236496.3937009926,185137
NA,185138
0,185139
NA,185140
NA,185141
65148.00055929568,185142
140123.5653181548,185143
795.5314568652977,185144
23485.206252854332,185145
NA,185146
1042.6614202777478,185147
106563.66488657951,185148
251941.5800775792,185149
329837.29545009637,185150
14022.660885115274,185151
124880.09984117588,185152
NA,185153
29259.140350703583,185154
NA,185155
NA,185156
195670.17362602166,185157
41020.08176077061,185158
1234.776589452832,185159
NA,185160
2142.0841466939323,185161
142326.77700822818,185162
829.5882342503337,185163
41020.08176077061,185164
NA,185165
14022.660885115274,185166
329837.29545009637,185167
NA,185168
262052.0775345647,185169
74034.20041636047,185171
22851.226192687147,185172
30512.255217498256,185173
65148.00055929568,185174
NA,185175
NA,185176
47864.62127427275,185177
6004.472306842476,185178
142754.66992052522,185179
NA,185180
NA,185181
NA,185183
812.9964688095639,185184
NA,185185
17800.34371875495,185186
58981.97686362763,185187
329837.29545009637,185188
82016.58569590012,185189
258117.20956508553,185190
210048.24758103868,185191
48580.68693226305,185192
NA,185193
246955.31818814814,185194
91541.13189898599,185195
NA,185196
194315370.47633117,18596
2823387.4086967898,186106
NA,186512
NA,186910
NA,187368
50738.48957506391,187369
NA,187370
296081.78693969554,187371
47807.85998446982,187372
NA,187373
35142.23080941815,187374
164668.024779558,187375
99349.74027429316,187376
795.5314568652977,187377
NA,187378
229369.7941885775,187379
116131.87354729556,187380
NA,187381
NA,187382
NA,187383
NA,187384
620478.7300016565,187385
9000.595696951084,187386
NA,187387
NA,187388
NA,187389
NA,187390
55684.58195135115,187391
33335.474955191836,187392
NA,187393
NA,187394
NA,187395
NA,187396
NA,187397
NA,187398
30601.326796993188,187399
NA,187400
NA,187401
NA,187402
NA,187403
31334.857443506968,187404
NA,187405
195037.94010767117,187406
NA,187407
19961.639395592247,187408
NA,187409
67094.47654253438,187410
NA,187411
NA,187412
56719.38411038894,187413
NA,187414
17820.428511146874,187415
NA,187416
NA,187417
NA,187418
NA,187419
10114.863683204992,187420
37789.053927576795,187421
76917.67444778098,187422
NA,187423
NA,187424
33283.95315877725,187425
252065.58168726068,187426
46460.43404105241,187427
NA,187428
218913.4894338472,187429
NA,187430
NA,187431
203451.71126347873,187432
438467.0716754291,187433
9000.595696951084,187434
13876.828016801475,187435
NA,187436
200225.04966673866,187437
NA,187438
366400.3052721494,187439
NA,187440
NA,187441
NA,187442
NA,187443
1071902.223543798,187444
12938.956687083402,187445
737556.3341806504,187446
31334.857443506968,187447
985646.8784351803,187448
262052.95085743177,187449
NA,187450
NA,187451
124221.66874192873,187452
80958.20578502622,187453
NA,187454
1124.7469946800743,187455
NA,187456
NA,187457
69587.60751441015,187458
113918.18287979413,187459
NA,187460
NA,187461
147933.04700747246,187462
NA,187463
4314.732050119772,187464
NA,187465
NA,187466
NA,187467
988.5198788419044,187468
988.5198788419044,187469
NA,187470
102322.28589308113,187471
932346.2711311516,187472
NA,187473
NA,187474
NA,187475
NA,187476
NA,187477
NA,187478
367334.6834906802,187479
203148.69319742764,187480
263162.85250410176,187481
NA,187482
486016.4495045371,187483
NA,187484
88083.93204385255,187485
99401.26205840691,187486
316694.8713515043,187487
221418.84588944292,187488
NA,187489
NA,187490
NA,187491
NA,187492
NA,187493
163551.1370049839,187494
48731.75930636444,187495
250253.5864043976,187496
NA,187497
31334.857443506968,187498
NA,187499
8609.379367678866,187500
13807.841187974042,187501
42476.66403120145,187502
107725.08846566208,187503
115218.45328657307,187504
783867.4424689307,187505
NA,187506
NA,187507
1734.2760267888407,187508
121229.9115917181,187509
6868.117318477846,187510
513123.0266454065,187511
737353.7402069478,187512
13569.443742342524,187513
351396.98378104414,187514
NA,187515
NA,187516
NA,187517
66065.78715330406,187518
NA,187519
NA,187520
NA,187521
NA,187522
NA,187523
229654.47394058108,187524
NA,187525
305670.08036288794,187526
NA,187527
113823.87180130166,187528
111566.51858868652,187529
NA,187530
169913.6421283239,187531
NA,187532
NA,187533
NA,187534
NA,187535
NA,187536
266085.62285333406,187537
304747.05431780603,187538
983724.8535808668,187539
3642.328976901055,187540
NA,187541
128981.75869739571,187542
19309.32108957335,187543
NA,187544
NA,187545
NA,187546
NA,187547
NA,187548
1007521.8104021034,187549
19773.01722030368,187550
264328.6423347927,187551
247250.47698557877,187552
242592.55732477398,187553
NA,187554
30601.326796993188,187555
NA,187556
8479.264989961222,187557
NA,187558
NA,187559
289525.4201612588,187560
NA,187561
NA,187562
NA,187563
NA,187564
NA,187565
91236.36734061675,187566
435660.44364993833,187567
NA,187568
NA,187569
NA,187570
13648.03630553876,187571
NA,187572
NA,187573
235725.31327799172,187574
NA,187575
82745.75014807821,187576
NA,187577
NA,187578
4314.732050119772,187579
82605.15678043485,187580
121925.89242651519,187581
NA,187582
868737.8115616369,187583
NA,187584
38860.53258796186,187585
94766.9203635711,187586
NA,187587
120377.61883550443,187588
NA,187589
3642.328976901055,187590
7788.523642549679,187591
9000.595696951084,187592
13014.0562516696,187593
NA,187594
700.347121930265,187595
51636.19140423423,187596
57352.49091637691,187597
NA,187598
240026.9467613415,187599
NA,187600
31334.857443506968,187601
30601.326796993188,187602
11080.679039591523,187603
NA,187604
2259.099751282817,187605
7872.355709958998,187606
40620.132908206695,187607
14023.534137916797,187608
759263.6020602853,187609
NA,187610
62610.33381932192,187611
NA,187612
NA,187613
200730.66184140794,187614
33663.817207140455,187615
3642.328976901055,187616
NA,187617
NA,187618
686209.1888065978,187619
NA,187620
NA,187621
NA,187622
NA,187623
NA,187624
NA,187625
NA,187626
200747.25364148786,187627
988.5198788419044,187628
2087.0693398605144,187629
103622.55630960235,187630
NA,187631
NA,187632
NA,187633
NA,187634
NA,187635
NA,187636
NA,187638
NA,187639
NA,187640
NA,187641
467135.02136741066,187642
1625.1196911156314,187643
103125.6766054788,187644
NA,187645
NA,187646
238097.06247662703,187647
20221.868128984443,187648
NA,187649
NA,187650
NA,187651
NA,187652
NA,187653
NA,187654
NA,187655
380895.39490969334,187656
NA,187657
NA,187658
9000.595696951084,187659
28843.47299179844,187660
NA,187661
263162.85250410176,187662
164566.72766005452,187663
608947.4535082217,187664
69033.09323402707,187665
35497.64389663945,187666
NA,187667
21427.827451563346,187668
53308.466608075505,187669
NA,187670
3189.9850711847625,187671
NA,187672
NA,187673
NA,187674
708925.9343803901,187675
52599.38691404383,187676
NA,187677
NA,187678
NA,187679
31334.857443506968,187680
NA,187681
6868.117318477846,187682
NA,187683
NA,187684
NA,187685
64451.146461167555,187686
NA,187687
NA,187688
NA,187689
207472.15781226833,187690
NA,187691
NA,187692
NA,187693
NA,187694
88639.31957861166,187695
NA,187696
190539.82532664467,187697
NA,187698
NA,187699
107242.18077349507,187700
1134919.492092651,187701
NA,187702
NA,187703
4176.758431827569,187704
NA,187705
227203.25901382515,187706
NA,187707
59236.9660597421,187708
76081.97347147386,187709
NA,187710
31334.857443506968,187711
NA,187712
NA,187713
NA,187714
NA,187715
NA,187716
532772.91556275706,187717
NA,187718
NA,187719
1264663.598622938,187720
243730.40307418077,187721
NA,187722
NA,187723
990082.9924897961,187724
140053.70522707884,187725
421799.33426356886,187726
NA,187727
111618.91362766834,187728
NA,187729
155708.4718434351,187730
156325.8601243846,187731
NA,187732
NA,187733
NA,187734
283234.52152595686,187735
1014430.0972486828,187736
23796.083541668384,187737
NA,187738
NA,187739
266759.77258645743,187740
16089.64547037202,187741
NA,187742
102850.60275395447,187743
NA,187744
1625.1196911156314,187745
NA,187746
NA,187747
NA,187748
NA,187749
NA,187750
NA,187751
NA,187752
209485.87409845964,187753
30601.326796993188,187754
225998.17307984896,187755
NA,187756
NA,187757
31334.857443506968,187758
NA,187759
3189.9850711847625,187760
193317.63604176583,187761
NA,187762
NA,187763
192336.10216644203,187764
34414.812935664035,187765
NA,187766
NA,187767
NA,187768
NA,187769
NA,187770
NA,187771
NA,187772
NA,187773
9000.595696951084,187774
NA,187775
3642.328976901055,187776
72689.39422583686,187777
6944.963404412156,187778
NA,187779
NA,187780
NA,187781
NA,187782
NA,187783
NA,187784
30601.326796993188,187785
NA,187786
NA,187787
16128.941767715203,187788
3694.7240127338537,187789
67891.75451090712,187790
115074.36698015094,187791
11872.717491548758,187792
116607.79526605691,187793
974219.5187977088,187794
NA,187795
18682.327014030187,187796
NA,187797
91202.31060101987,187798
31334.857443506968,187799
495264.17503736564,187800
NA,187801
NA,187802
NA,187803
NA,187804
NA,187805
NA,187806
6069.092856704485,187807
NA,187808
NA,187809
NA,187810
3642.328976901055,187811
NA,187812
NA,187813
31353.195698805717,187814
NA,187815
NA,187944
NA,188065
32602.81756384134,188304
NA,188315
NA,188318
308306.42444270477,188320
NA,188324
NA,188326
NA,188327
NA,188340
NA,188343
78089.57700163464,188344
876873.0157334771,188348
NA,188352
NA,188366
8393.686423246885,188368
130989.36222440748,188369
NA,188371
NA,188372
16030.26440897803,188376
NA,188382
9000.595696951084,188390
34930.030847851136,188397
NA,188398
NA,188401
1333.4539292959284,188409
50579.5579328341,188414
NA,188419
199248.75530428774,188423
NA,188425
402708.3258862791,188426
NA,188430
NA,188434
NA,188445
NA,188450
NA,188453
NA,188463
NA,188464
NA,188467
NA,188469
NA,188470
113738.29331173815,188471
40137.225185927244,188472
15124.703360488986,188474
146050.318290985,188483
NA,188486
NA,188491
940633.42104011,188496
176084.90530517788,188500
9000.595696951084,188505
27685.542466236824,188507
57009.30339671804,188508
NA,188511
NA,188518
9000.595696951084,188520
NA,188523
NA,188528
NA,188532
NA,188537
NA,188538
NA,188539
62154.49697167782,188542
NA,188546
1047525.4282449643,188551
NA,188552
385858.0789427804,188556
NA,188557
268531.5982939837,188560
NA,188569
829.5882342503337,188572
NA,188579
NA,188580
NA,188581
NA,188586
NA,188590
893918.871019531,188592
NA,188596
NA,188607
NA,188609
177517.90983813998,188610
NA,188617
49845.15407760498,188620
NA,188621
51368.976640557325,188622
NA,188624
83826.83457156681,189744
112892.11324276876,189746
74309.27440014336,189747
228180.42663143936,189748
1625.1196911156314,189750
263162.85250410176,189752
4684.117138079254,189810
91848.5161578967,190092
NA,190104
529485.1262636124,190134
NA,190172
NA,190185
26391342.90325955,190193
NA,190222
967754.8433281416,190246
1047522.8084477875,190269
169270.05634717122,190328
NA,190357
NA,190380
NA,190383
122325415.18817149,190464
NA,190478
NA,190674
NA,190675
NA,190676
37293.047462084214,190677
180263.41025933763,190678
NA,190679
NA,190680
NA,190681
NA,190682
NA,190683
NA,190684
NA,190685
342476.72710014635,190686
30601.326796993188,190687
NA,190688
308052.3083938999,190689
228180.42663143936,190690
NA,190691
293179.9745167815,190692
228780.34991422153,190693
NA,190694
NA,190695
14743.966031770402,190696
NA,190697
911184.7852644655,190698
NA,190699
NA,190700
NA,190701
NA,190702
NA,190703
NA,190704
NA,190705
NA,190706
NA,190707
NA,190708
858032.630484517,190709
NA,190710
NA,190711
NA,190712
NA,190713
556805.6500869655,190714
NA,190715
4905.049586724318,190716
NA,190717
31334.857443506968,190718
NA,190719
710495.1662102586,190720
NA,190721
NA,190722
NA,190723
412606.6233446967,190724
NA,190725
NA,190726
NA,190727
NA,190728
1020726.2353096692,190729
NA,190731
710495.1662102586,190732
NA,190733
911184.7852644655,190734
NA,190735
NA,190736
NA,190737
709407.0957513682,190738
NA,190739
NA,190740
NA,190741
NA,190742
NA,190743
NA,190744
NA,190745
565480.5233108412,190746
NA,190747
NA,190748
NA,190749
807804.119447324,190750
NA,190751
44356.77294204915,190752
232924.79808686316,190753
9000.595696951084,190754
NA,190755
NA,190756
NA,190757
247590.17154441576,190758
567337.0544023458,190759
NA,190760
NA,190761
939917.3554197111,190762
87221.16032674312,190763
194507.0035639696,190764
199733.40951485065,190765
NA,190766
88133.70735906894,190767
NA,190768
369691.5874016287,190769
258749.44313539471,190770
737490.8402801707,191206
NA,191207
NA,191208
NA,191211
NA,191214
777513.6697193043,191822
NA,191828
67027.23622049087,192253
NA,192254
3148.942277685573,192255
19577.409054093063,192256
3458.0730577475683,192257
NA,192258
7658.409264832036,192259
1694.9797514887482,192260
3501.7355844592207,192261
13713.530111351305,192262
858263.1685964813,192263
NA,192264
253256.6958263654,192265
NA,192266
985256.5353985643,192267
NA,192268
1722265.3412585584,192269
218407.0039874823,192270
54666.37160321801,192271
9000.595696951084,192272
NA,192273
NA,192275
NA,192276
196898.83749939708,192277
1345049.825294343,192278
NA,192279
NA,192280
111893.11433030857,192281
130302.11387560597,192282
1904.5599263100726,192283
103.0435912546564,192284
NA,192285
144.08637530680667,192286
39.29628474713146,192287
47.15554106675515,192288
109594.71837300395,192289
4331.323818709555,192290
800342.1915269118,192291
1243.509092275952,192292
2790.909460400817,192293
427221.3482507638,192294
57121.07949394483,192295
NA,192296
NA,192297
NA,192298
3396142.1109569427,192299
NA,192300
NA,192301
766334.3134634685,192302
12938.956690232415,192303
494777.77444873465,192304
NA,192305
254.9892260300998,192306
179588.387467077,192307
NA,192308
41546.65195150497,192309
148338.23539180332,192310
25263.144831546928,192311
8899.298617597498,192312
1711253.6490687549,192313
1190.2408036416311,192314
141936.43395065158,192315
NA,192316
NA,192317
NA,192318
NA,192319
658294.8547160899,192320
NA,192321
85545.39206997135,192322
NA,192323
3327876.604984739,192324
2535.920240668743,192325
NA,192326
NA,192327
601051.5201377479,192328
256.73572848413164,192329
NA,192330
NA,192331
57149.896766329526,192332
NA,192333
NA,192334
1843049.8950313302,192335
271.58099147086955,192336
18319.92794218486,192337
23781.238269234607,192338
NA,192339
NA,192340
36355.17613236614,192341
NA,192342
406.06160800402074,192343
15971.756612981613,192344
NA,192345
30366.42234131192,192346
41263.718727147534,192347
276.820495683952,192348
1454.8357789983472,192349
497.7529348819768,192350
NA,192351
90565.71079976768,192352
250786.26937733864,192353
58.507799145429466,192354
NA,192355
NA,192356
NA,192357
164.1711425066271,192358
384217.24081775086,192359
38522.5845331534,192360
NA,192361
NA,192362
6972.034156235999,192363
186807.5515342747,192364
63592.74093170218,192365
NA,192366
NA,192367
229.66495146818386,192368
NA,192369
732834.6674641767,192370
32391.490887746862,192371
6900.42760285589,192372
650805.8560904986,192373
NA,192374
992776.9710214864,192375
432859.05530677666,192376
40685.626726615286,192377
NA,192378
11129.581089410336,192379
NA,192380
211.32668672239527,192381
NA,192382
NA,192383
95648.90354233286,192384
222307.81513627752,192385
NA,192386
81279.56207911743,192387
3135.843523450893,192388
61680.32175537051,192389
NA,192390
NA,192391
NA,192392
NA,192393
205896.8134458161,192394
19702.283905554534,192395
200395.3336001118,192396
23283.485312309538,192397
253881.94337111342,192398
NA,192399
413746.21560590615,192400
9517.560158827411,192401
NA,192402
105.66334336119763,192403
32575.746780527366,192404
NA,192405
17984.599653653502,192406
NA,192407
NA,192408
NA,192409
108605.3252114449,192410
NA,192411
144.95962495931607,192412
NA,192413
26093.606306002734,192414
9000.595696951084,192415
NA,192416
NA,192417
2260.84624428981,192418
NA,192419
NA,192420
121692.73452760844,192421
187224.9654197435,192422
NA,192423
NA,192424
142563.4279695125,192425
635083.8492213772,192426
NA,192427
NA,192428
25953.886197852553,192429
NA,192430
NA,192431
4926.0076161727,192432
NA,192433
62129.172630986635,192434
50831.92737320099,192435
32626.395323353172,192436
861.0252595288284,192437
82.95882090582295,192438
10355.007649397368,192439
NA,192440
NA,192441
34453.23593611952,192442
50239.86335352852,192443
NA,192444
22331.64197240625,192445
45186.36118259752,192446
644266.9543775393,192447
2242506.234968763,192448
NA,192449
77677.40264921206,192450
1167903.0470661013,192451
NA,192452
32816.763983776196,192453
75392.1053186071,192454
1227.7905764876916,192455
29636.384696557194,192456
18385.421744848387,192457
251926.73490197756,192458
168636.07627755697,192459
NA,192460
256.73572848413164,192461
11035.270029319918,192462
19804.454270774277,192463
21218.247260996955,192464
130302.11387560597,192465
75446.24690570362,192466
1820.7278589007533,192467
54955.41755624893,192468
38.42303509462206,192469
338708.65010794194,192470
8677.492913001899,192471
74.22631808270289,192472
111745.5350018556,192473
49825.06928206405,192474
88.1983251189054,192475
97931.58097440218,192476
NA,192477
67999.16435278609,192478
84249.48791115971,192479
32068.3881026168,192480
NA,192481
78834.45989048203,192482
48789.39384641032,192483
12453.429231591492,192484
92.56458282849148,192485
183.38266005393814,192486
6643.691871222744,192487
129153.78911826505,192488
71685.15579814206,192489
NA,192490
1243.509092275952,192491
635.7265594722046,192492
355725.6878724456,192493
557.1339962759678,192494
1400.694237562504,192495
600548.5276962911,192496
156.3118861870034,192497
573928.3510755616,192498
NA,192499
183.38266005393814,192500
2323.7202948467993,192501
203043.90317034026,192502
2050.3928103689373,192503
NA,192504
NA,192505
NA,192506
NA,192507
338880.68040836154,192508
562841.5592718702,192509
NA,192510
NA,192511
9000.595696951084,192512
68615.67935849733,192513
150.19912917239853,192514
NA,192515
989.3931253454008,192516
173934.96196140512,192517
603960.318444124,192518
1720.3040197526382,192519
125473.910384263,192520
NA,192521
160.6781438965895,192522
422.65337344479053,192523
NA,192524
NA,192525
911926.1749634002,192527
NA,192528
439062.62866271357,192529
141.46662634927847,192530
70997.0342610938,192531
NA,192532
NA,192533
NA,192534
2073.9705856258342,192535
NA,192536
505217.4874986427,192537
NA,192538
40553.76585746516,192539
7421.758300398711,192540
4032.6720785638545,192541
NA,192542
142.33987285277482,192544
NA,192545
3995.995523880173,192546
241704.46133753093,192547
988.5198662458523,192548
NA,192549
NA,192550
NA,192551
243592.42953225214,192552
371507.0757474598,192553
69730.82060857431,192554
152318.5124038315,192555
58.507799145429466,192556
130302.11387560597,192557
794207.6048954913,192558
NA,192559
208943.58539213383,192560
298390.6619802154,192561
NA,192562
NA,192563
NA,192564
12154.777494594804,192565
NA,192566
NA,192567
52636.06352226073,192568
21143.14768066569,192569
NA,192570
47.15554106675515,192571
82.95882090582295,192572
NA,192573
2776.9374470665884,192574
69407.71778841148,192575
NA,192576
1837.31962119251,192577
NA,192578
NA,192579
NA,192580
NA,192581
NA,192582
628537.9614655371,192583
142.33987285277482,192584
NA,192585
NA,192586
NA,192587
502134.0388779788,192588
NA,192589
NA,192590
957336.9617333839,192591
NA,192592
NA,192593
2537.666743122775,192594
179170.97358682373,192595
492.51343381790736,192596
123829.57917245103,192597
144659.22981849418,192598
NA,192599
NA,192600
71941.89156283984,192601
NA,192602
NA,192603
NA,192604
NA,192605
36184.01898122427,192606
NA,192608
45161.910116750936,192609
287.29950096110394,192610
NA,192611
NA,192612
3995.1222773766767,192613
NA,192614
274269.72922535834,192615
NA,192616
433606.5578634945,192617
102922.20915933097,192618
18598.4949308758,192619
NA,192620
19979.10438549342,192621
140044.0994690924,192622
NA,192623
757090.0808993344,192624
NA,192625
248.87646901549488,192626
226083.75151469838,192627
142653.37280023444,192628
607018.4427957367,192629
NA,192630
196.4814237356573,192631
6170.389948654122,192632
921962.4463030527,192633
NA,192634
594070.753549148,192635
NA,192636
164066.35501242866,192637
222307.81513627752,192638
2082228.0418385498,192640
NA,192641
NA,192642
2537.666752569814,192643
144658.3565609691,192644
1407460.1846700634,192645
NA,192647
NA,192648
451573.6926169937,192649
5143.4470504626615,192650
NA,192651
33373.898008393284,192652
62925.57735324951,192653
NA,192654
100872.68966238205,192655
69254.8990409656,192656
16299.225638895317,192657
3571.595651130364,192658
136845.3819265747,192659
387329.50657539186,192660
39063.12676871212,192661
130302.11387560597,192662
NA,192663
NA,192664
321058.5055041888,192665
171626.96017289956,192666
95755.44010700544,192667
NA,192668
309.1307737639692,192669
NA,192670
431592.84170621587,192671
22230.344889903652,192672
144360.57804685834,192673
NA,192674
45537.4080042367,192675
38152.3261939669,192676
33458.60329239047,192677
283134.97094571154,192678
NA,192679
NA,192680
4742766.407107998,192681
9000.595696951084,192682
NA,192683
97446.9268648045,192684
NA,192685
NA,192686
2777.810699868111,192687
284134.8430749564,192688
76212.9611208871,192689
93607.24319542438,192690
260853.97747696523,192691
NA,192692
NA,192693
NA,192694
11805.477186431195,192695
NA,192696
371246.84699359897,192697
205.21392970779038,192698
NA,192699
NA,192700
NA,192701
151.07238512293398,192702
88.1983251189054,192703
NA,192704
2611.0197989569165,192705
38679.7696894615,192706
10350.64140113482,192707
NA,192708
156.3118861870034,192709
11936.46479490727,192710
NA,192711
NA,192712
162370.5019372856,192713
NA,192714
21663.605141939308,192715
3064.2369637727575,192716
248.00321621397248,192717
NA,192718
NA,192719
2699.218130373848,192720
187.74891776352422,192721
NA,192722
NA,192723
NA,192724
24650.122791381087,192725
315.2435307785741,192726
NA,192727
1040199.7274596781,192728
NA,192729
403947.4687239945,192730
5057.8684680032575,192731
2909980.701721561,192732
50969.90098411269,192733
19373.941617392265,192734
NA,192735
847.9264989961223,192736
NA,192737
NA,192738
88980.76062258311,192739
303472.9813676361,192740
166.79089461316832,192741
152.81888442795278,192742
NA,192743
248.87646901549488,192744
NA,192745
NA,192746
NA,192747
3209.1965824340473,192748
28871.417021615907,192749
57149.896766329526,192750
17380.310103714728,192751
69620.79100435451,192752
1668453.8822215237,192753
NA,192754
699679.9552996315,192755
10126.215941283668,192756
17616.96105673288,192757
88413.14758009282,192758
NA,192759
NA,192760
135372.20791589518,192761
160815.2423585018,192762
130302.11387560597,192763
1720.3040197526382,192764
95637.55124095526,192765
62678.447389837056,192766
476400.2119064759,192767
1439.9905254586483,192768
118510.60871038154,192769
47.15554106675515,192771
NA,192772
1778524.5222571972,192773
52464.03311398745,192774
NA,192775
521638.9682605106,192776
59808.072094544405,192777
NA,192778
NA,192779
359062.3791190662,192780
NA,192781
83488.88651203485,192782
12470.021034820418,192783
210772.172516014,192784
157.18513898852584,192785
NA,192786
112477.3191583146,192787
36784.81550932903,192788
NA,192789
187851.08617635586,192790
NA,192791
92533.14473963385,192792
NA,192793
NA,192794
14233.987574986682,192795
NA,192796
252842.77496676528,192797
559569.4888160111,192798
NA,192799
NA,192800
77382.24389350585,192801
54255.07045163824,192802
NA,192803
NA,192804
71227.57242757535,192805
159866.0187596835,192806
268743.7982165817,192807
92.56458282849148,192808
80076.22252753914,192809
NA,192810
NA,192811
NA,192812
NA,192813
183841.1186722061,192814
NA,192815
NA,192816
123004.35720220832,192817
1790.164080125755,192818
NA,192819
NA,192820
68865.42909763393,192821
NA,192822
105.66334336119763,192823
NA,192824
1729858.25682553,192825
18068.431714764796,192826
43100.165101836545,192827
83909.79339011088,192828
NA,192829
13422.73760863115,192830
NA,192831
70700.12895727286,192832
458352.73827095324,192833
NA,192834
276213.5853143913,192835
130870.60015515272,192836
NA,192837
NA,192838
NA,192839
79980.16492720653,192840
335.3282948293815,192841
1201559.8782146159,192842
NA,192843
NA,192844
76438.25981307118,192845
338531.38013719884,192846
NA,192847
325102.5299230993,192848
NA,192849
37646.71401536136,192850
173142.05020626215,192851
6942.3436373478025,192852
NA,192853
829.5882342503337,192854
28257.52172549953,192856
47369.48812593965,192857
283.8064992020533,192858
NA,192859
209847.3999066787,192860
NA,192861
43314.11148240874,192862
336833.7806123477,192863
NA,192864
19439.435432651848,192865
191217.4679371411,192866
69407.71778841148,192867
10667.631421771375,192868
NA,192869
NA,192870
53205.423079801105,192871
25164.467494852845,192872
NA,192873
NA,192874
NA,192875
99775.01341873857,192876
1546.5271153233425,192877
137557.08130973263,192878
NA,192879
NA,193598
NA,193599
180913.98214320233,193600
522.2039597913833,193601
NA,193602
NA,193605
NA,193607
NA,193611
NA,193612
27271.621614509233,193613
64946.2796218999,193614
207809.23258435962,193620
NA,193621
NA,193622
NA,193623
NA,193624
NA,193628
NA,193630
NA,193631
NA,193632
NA,193636
40152.94371746057,193637
89648.79745698631,193638
NA,193641
NA,193642
NA,193650
9915.762504213782,193654
228180.42663143936,193655
NA,193656
73721.57661879437,193659
NA,193660
NA,193661
NA,193662
31334.857443506968,193663
NA,193664
NA,193666
NA,193667
NA,193669
87231.63930712339,193670
NA,193671
NA,193672
NA,193675
NA,193676
NA,193677
NA,193678
5028.177945178795,193679
NA,193680
NA,193685
NA,193686
3363.761981912084,193689
50386.56951715552,193691
846970.2896122487,193693
80132.11053600261,193695
29977.825729507105,193696
228079.12953948972,193697
NA,193698
NA,193699
10202.188761820402,193701
169735.49897090852,193702
NA,193703
NA,193704
1993902.21928226,193705
9000.595696951084,193706
513433.90385903785,193709
NA,193711
NA,193712
NA,193716
12241929.66342737,193717
NA,193718
41811.24694575577,193721
228180.42663143936,193722
NA,193723
NA,193725
NA,193730
NA,193733
5024.684962313822,193734
15209.40869329588,193735
511108.43709401443,193737
NA,193741
NA,193742
6243.743017084316,193743
454093.02091449924,193746
305429.9363935465,193747
31334.857443506968,193749
NA,193750
988.5198788419044,193751
NA,193753
NA,193758
NA,193759
NA,193760
NA,193762
NA,193766
10639043.815279607,193769
NA,193771
NA,193772
996436.765169357,193775
342773.63231736945,193779
17857.1050280424,193780
41705.58360554359,193781
NA,193782
NA,193784
NA,193785
42489.762810628235,193786
11732.997364504497,193787
30601.326796993188,193788
NA,193789
NA,193792
NA,193793
NA,193796
NA,193799
1625.1196911156314,193802
NA,193803
NA,193804
NA,193805
NA,193809
NA,193810
NA,193813
539950.1636463391,193820
2283213.692841433,193822
19711.889658030163,194085
19711.889658030163,194087
NA,194298
NA,194299
585.9512710224278,194300
NA,194301
18061.445714395708,194302
NA,194303
958207.5926589874,194305
950.9700902507786,194306
16431787.738871574,194307
757807.8928227171,194308
2730654.2897064313,194309
87488.37507073871,194851
NA,194853
413364.60494526714,194854
408484.8796563287,194855
192475.8223412135,194856
171905789.1169443,19488
402694.35382807144,194895
NA,194896
182433.4384515941,194903
366798.5076820905,194904
492376.33496394294,194905
35046.173234277645,194906
1689.7402504246788,194907
555811.0174865355,194908
14656.640961027524,194909
4795.019985653535,194910
12211.538775541138,194911
302722.85909581266,194912
17181.20893102154,194913
41100.420846889465,194914
NA,195021
431462.7272143465,195022
866554.6846734025,195023
352569.75949637796,195080
809713.0454020561,195100
490562.5929123374,195291
NA,195292
28202.506929097217,195319
NA,195320
NA,195345
NA,195409
30748.03291810851,195421
190296.18838860886,195422
4860.513794615091,195423
