iucn_sid,sciname,assess_gp
38862,Magnolia urraoensis,magnolias
191880,Magnolia utilis,magnolias
67513621,Magnolia vallartensis,magnolias
86007357,Magnolia vargasiana,magnolias
15116875,Magnolia vazquezii,magnolias
194016,Magnolia venezuelensis,magnolias
191514,Magnolia ventii,magnolias
194017,Magnolia villosa,magnolias
194018,Magnolia virginiana,magnolias
68910770,Magnolia virginiana subsp. oviedoae,magnolias
88945056,Magnolia viridipetala,magnolias
38876,Magnolia virolinensis,magnolias
67513624,Magnolia vovidesii,magnolias
194019,Magnolia vrieseana,magnolias
67513627,Magnolia wendtii,magnolias
67513630,Magnolia wetteri,magnolias
31274,Magnolia wilsonii,magnolias
38877,Magnolia wolfii,magnolias
39017,Magnolia xanthantha,magnolias
15116978,Magnolia xiana,magnolias
88965631,Magnolia xianianhei,magnolias
15117011,Magnolia xinganensis,magnolias
67513633,Magnolia yantzazana,magnolias
38863,Magnolia yarumalensis,magnolias
37455,Magnolia yoroconte,magnolias
15117052,Magnolia yunnanensis,magnolias
194020,Magnolia yuyuanensis,magnolias
67513636,Magnolia zamorana,magnolias
67513639,Magnolia zamudioi,magnolias
32427,Magnolia zenii,magnolias
15117105,Magnolia zhengyiana,magnolias
67513642,Magnolia zoquepopolucae,magnolias
176764,Acrochordus arafurae,seasnakes
176769,Acrochordus granulatus,seasnakes
176718,Acrochordus javanicus,seasnakes
176770,Aipysurus apraefrontalis,seasnakes
176748,Aipysurus duboisii,seasnakes
176757,Aipysurus eydouxii,seasnakes
176714,Aipysurus foliosquama,seasnakes
176763,Aipysurus fuscus,seasnakes
176704,Aipysurus laevis,seasnakes
176760,Aipysurus tenuis,seasnakes
176338,Anoplohydrus aemulans,seasnakes
176672,Bitia hydroides,seasnakes
176689,Brachyorrhos albus,seasnakes
176701,Calamophis jobiensis,seasnakes
176678,Cantoria violacea,seasnakes
176703,Cerberus australis,seasnakes
169827,Cerberus microlepis,seasnakes
176680,Cerberus rynchops,seasnakes
176702,Dieurostus dussumieri,seasnakes
176691,Djokoiskandarus annulata,seasnakes
176720,Emydocephalus annulatus,seasnakes
176706,Emydocephalus ijimae,seasnakes
176695,Enhydris albomaculata,seasnakes
176668,Enhydris alternans,seasnakes
176683,Enhydris bennettii,seasnakes
176692,Enhydris bocourti,seasnakes
176675,Enhydris chanardi,seasnakes
176674,Enhydris chinensis,seasnakes
176685,Enhydris doriae,seasnakes
176687,Enhydris enhydris,seasnakes
176679,Enhydris gyii,seasnakes
176673,Enhydris indica,seasnakes
176700,Enhydris innominata,seasnakes
176684,Enhydris jagorii,seasnakes
176669,Enhydris longicauda,seasnakes
176667,Enhydris maculosa,seasnakes
176696,Enhydris matannensis,seasnakes
176690,Enhydris pahangensis,seasnakes
176671,Enhydris pakistanica,seasnakes
176699,Enhydris plumbea,seasnakes
176681,Enhydris punctata,seasnakes
176698,Enhydris sieboldii,seasnakes
176693,Enhydris subtaeniata,seasnakes
176686,Enhydris vorisi,seasnakes
176755,Ephalophis greyae,seasnakes
176697,Erpeton tentaculatum,seasnakes
176694,Fordonia leucobalia,seasnakes
176670,Gerarda prevostiana,seasnakes
176688,Heurnia ventromaculata,seasnakes
176682,Homalopsis buccata,seasnakes
176666,Homalopsis nigroventralis,seasnakes
176766,Hydrelaps darwiniensis,seasnakes
176735,Hydrophis atriceps,seasnakes
176751,Hydrophis belcheri,seasnakes
176728,Hydrophis bituberculatus,seasnakes
176709,Hydrophis brookii,seasnakes
176715,Hydrophis caerulescens,seasnakes
176713,Hydrophis cantoris,seasnakes
176743,Hydrophis coggeri,seasnakes
176746,Hydrophis curtus,seasnakes
176726,Hydrophis cyanocinctus,seasnakes
176730,Hydrophis czeblukovi,seasnakes
176734,Hydrophis elegans,seasnakes
176744,Hydrophis fasciatus,seasnakes
176765,Hydrophis gracilis,seasnakes
176732,Hydrophis inornatus,seasnakes
176761,Hydrophis kingii,seasnakes
176753,Hydrophis klossi,seasnakes
176758,Hydrophis laboutei,seasnakes
176754,Hydrophis lamberti,seasnakes
176741,Hydrophis lapemoides,seasnakes
176745,Hydrophis macdowelli,seasnakes
176729,Hydrophis major,seasnakes
176724,Hydrophis mamillaris,seasnakes
176762,Hydrophis melanocephalus,seasnakes
176759,Hydrophis melanosoma,seasnakes
176722,Hydrophis nigrocinctus,seasnakes
176752,Hydrophis obscurus,seasnakes
176727,Hydrophis ocellatus,seasnakes
176737,Hydrophis ornatus,seasnakes
176707,Hydrophis pachycercos,seasnakes
176712,Hydrophis pacificus,seasnakes
176749,Hydrophis parviceps,seasnakes
176756,Hydrophis peronii,seasnakes
176738,Hydrophis platurus,seasnakes
176719,Hydrophis schistosus,seasnakes
176747,Hydrophis semperi,seasnakes
176710,Hydrophis sibauensis,seasnakes
176717,Hydrophis spiralis,seasnakes
176708,Hydrophis stokesii,seasnakes
176733,Hydrophis stricticollis,seasnakes
176723,Hydrophis torquatus,seasnakes
176711,Hydrophis viperinus,seasnakes
176768,Hydrophis vorisi,seasnakes
176773,Hydrophis walli,seasnakes
176716,Hydrophis zweifeli,seasnakes
176767,Kerilia jerdoni,seasnakes
176731,Kolpophis annandalei,seasnakes
176750,Laticauda colubrina,seasnakes
11369,Laticauda crockeri,seasnakes
176736,Laticauda frontalis,seasnakes
176739,Laticauda guineai,seasnakes
176771,Laticauda laticaudata,seasnakes
176725,Laticauda saintgironsi,seasnakes
176740,Laticauda schistorhynchus,seasnakes
176721,Laticauda semifasciata,seasnakes
176677,Myron richardsonii,seasnakes
176772,Parahydrophis mertoni,seasnakes
176676,Pseudoferania polylepis,seasnakes
176742,Thalassophis anomalus,seasnakes
198136,Alpheus cyanoteles,fw_caridean_shrimps
197692,Arachnochium kulsiense,fw_caridean_shrimps
196884,Arachnochium mirabile,fw_caridean_shrimps
197889,Archaetya chacei,fw_caridean_shrimps
197610,Atya abelei,fw_caridean_shrimps
197685,Atya africana,fw_caridean_shrimps
197803,Atya brachyrhinus,fw_caridean_shrimps
198153,Atya crassa,fw_caridean_shrimps
197691,Atya dressleri,fw_caridean_shrimps
42428276,Atyaephyra acheronensis,fw_caridean_shrimps
197932,Atyaephyra desmarestii,fw_caridean_shrimps
197841,Atyaephyra orientalis,fw_caridean_shrimps
198337,Atyaephyra stankoi,fw_caridean_shrimps
42428291,Atyaephyra strymonensis,fw_caridean_shrimps
42428293,Atyaephyra thyamisensis,fw_caridean_shrimps
42428295,Atyaephyra tuerkayi,fw_caridean_shrimps
198241,Atya gabonensis,fw_caridean_shrimps
197934,Atya innocous,fw_caridean_shrimps
198041,Atya intermedia,fw_caridean_shrimps
197981,Atya lanipes,fw_caridean_shrimps
197847,Atya limnetes,fw_caridean_shrimps
197690,Atya margaritacea,fw_caridean_shrimps
197585,Atya ortmannioides,fw_caridean_shrimps
197895,Atya scabra,fw_caridean_shrimps
198170,Atydina atyoides,fw_caridean_shrimps
197636,Atyella brevirostris,fw_caridean_shrimps
198219,Atyella longirostris,fw_caridean_shrimps
198132,Atyoida bisulcata,fw_caridean_shrimps
197920,Atyoida pilipes,fw_caridean_shrimps
197942,Atyoida serrata,fw_caridean_shrimps
198165,Atyopsis moluccensis,fw_caridean_shrimps
198075,Atyopsis spinipes,fw_caridean_shrimps
198007,Australatya striolata,fw_caridean_shrimps
198335,Calathaemon holthuisi,fw_caridean_shrimps
197728,Caridella cunningtoni,fw_caridean_shrimps
198096,Caridella minuta,fw_caridean_shrimps
197687,Caridella paski,fw_caridean_shrimps
197714,Caridina ablepsia,fw_caridean_shrimps
198269,Caridina acuta,fw_caridean_shrimps
197725,Caridina acutirostris,fw_caridean_shrimps
197793,Caridina africana,fw_caridean_shrimps
197836,Caridina alba,fw_caridean_shrimps
198043,Caridina amnicolizambezi,fw_caridean_shrimps
197900,Caridina amoyensis,fw_caridean_shrimps
197739,Caridina angulata,fw_caridean_shrimps
198125,Caridina angustipes,fw_caridean_shrimps
197662,Caridina anislaq,fw_caridean_shrimps
198088,Caridina annandalei,fw_caridean_shrimps
198214,Caridina apodosis,fw_caridean_shrimps
198297,Caridina appendiculata,fw_caridean_shrimps
198204,Caridina aruensis,fw_caridean_shrimps
198303,Caridina babaulti,fw_caridean_shrimps
198046,Caridina babaultioides,fw_caridean_shrimps
198357,Caridina babaultioides ssp. angustifolia,fw_caridean_shrimps
198363,Caridina babaultioides ssp. babaultioides,fw_caridean_shrimps
198359,Caridina babaultioides ssp. emeica,fw_caridean_shrimps
198355,Caridina babaultioides ssp. phyllopoda,fw_caridean_shrimps
198364,Caridina babaulti ssp. babaulti,fw_caridean_shrimps
198368,Caridina babaulti ssp. basrensis,fw_caridean_shrimps
197599,Caridina bakoensis,fw_caridean_shrimps
198197,Caridina bamaensis,fw_caridean_shrimps
197645,Caridina baojingensis,fw_caridean_shrimps
198225,Caridina batuan,fw_caridean_shrimps
198145,Caridina belazoniensis,fw_caridean_shrimps
197607,Caridina boholensis,fw_caridean_shrimps
198317,Caridina brachydactyla,fw_caridean_shrimps
198114,Caridina breviata,fw_caridean_shrimps
197757,Caridina brevicarpalis,fw_caridean_shrimps
198224,Caridina brevispina,fw_caridean_shrimps
197857,Caridina bruneiana,fw_caridean_shrimps
197619,Caridina buehleri,fw_caridean_shrimps
197791,Caridina buergersi,fw_caridean_shrimps
198272,Caridina buhi,fw_caridean_shrimps
198024,Caridina bunyonyiensis,fw_caridean_shrimps
197988,Caridina burmensis,fw_caridean_shrimps
197973,Caridina caerulea,fw_caridean_shrimps
197891,Caridina calmani,fw_caridean_shrimps
197783,Caridina camaro,fw_caridean_shrimps
197666,Caridina cantonensis,fw_caridean_shrimps
198233,Caridina caobangensis,fw_caridean_shrimps
198033,Caridina carli,fw_caridean_shrimps
197881,Caridina cavaleriei,fw_caridean_shrimps
198060,Caridina cavalerieioides,fw_caridean_shrimps
198351,Caridina cavaleriei ssp. cavaleriei,fw_caridean_shrimps
198347,Caridina cavaleriei ssp. industana,fw_caridean_shrimps
198135,Caridina caverna,fw_caridean_shrimps
198316,Caridina cavernicola,fw_caridean_shrimps
198147,Caridina cebuensis,fw_caridean_shrimps
198287,Caridina celebensis,fw_caridean_shrimps
198309,Caridina celestinoi,fw_caridean_shrimps
197643,Caridina chauhani,fw_caridean_shrimps
198247,Caridina chishuiensis,fw_caridean_shrimps
197888,Caridina clavipes,fw_caridean_shrimps
197696,Caridina clinata,fw_caridean_shrimps
198124,Caridina cognata,fw_caridean_shrimps
198321,Caridina confusa,fw_caridean_shrimps
197738,Caridina congoensis,fw_caridean_shrimps
197849,Caridina cornuta,fw_caridean_shrimps
198037,Caridina crassipes,fw_caridean_shrimps
197710,Caridina crurispinata,fw_caridean_shrimps
197597,Caridina cucphuongensis,fw_caridean_shrimps
197922,Caridina curta,fw_caridean_shrimps
197903,Caridina demani,fw_caridean_shrimps
198314,Caridina demenica,fw_caridean_shrimps
198055,Caridina dennerli,fw_caridean_shrimps
197785,Caridina dentifrons,fw_caridean_shrimps
197632,Caridina devaneyi,fw_caridean_shrimps
197674,Caridina dianchiensis,fw_caridean_shrimps
197995,Caridina disjuncta,fw_caridean_shrimps
198056,Caridina disparidentata,fw_caridean_shrimps
198106,Caridina ebuneus,fw_caridean_shrimps
197768,Caridina edulis,fw_caridean_shrimps
197813,Caridina elisabethae,fw_caridean_shrimps
198151,Caridina elliptica,fw_caridean_shrimps
197578,Caridina elongopoda,fw_caridean_shrimps
197868,Caridina endehensis,fw_caridean_shrimps
197967,Caridina ensifera,fw_caridean_shrimps
197613,Caridina evae,fw_caridean_shrimps
198265,Caridina excavata,fw_caridean_shrimps
197907,Caridina excavatoides,fw_caridean_shrimps
198111,Caridina fasciata,fw_caridean_shrimps
197818,Caridina fecunda,fw_caridean_shrimps
197659,Caridina feixiana,fw_caridean_shrimps
198066,Caridina fernandoi,fw_caridean_shrimps
197956,Caridina fijiana,fw_caridean_shrimps
197947,Caridina flavilineata,fw_caridean_shrimps
198328,Caridina formosae,fw_caridean_shrimps
197914,Caridina fossarum,fw_caridean_shrimps
198278,Caridina gabonensis,fw_caridean_shrimps
197747,Caridina gaesumi,fw_caridean_shrimps
198017,Caridina ghanensis,fw_caridean_shrimps
198079,Caridina glaubrechti,fw_caridean_shrimps
197620,Caridina glossopoda,fw_caridean_shrimps
197844,Caridina gordonae,fw_caridean_shrimps
197917,Caridina gortio,fw_caridean_shrimps
198028,Caridina gracilipes,fw_caridean_shrimps
198059,Caridina gracilirostris,fw_caridean_shrimps
198292,Caridina gracillima,fw_caridean_shrimps
197948,Caridina grandirostris,fw_caridean_shrimps
197626,Caridina guangxiensis,fw_caridean_shrimps
198300,Caridina gueryi,fw_caridean_shrimps
198036,Caridina guiyangensis,fw_caridean_shrimps
198042,Caridina gurneyi,fw_caridean_shrimps
198270,Caridina hainanensis,fw_caridean_shrimps
198251,Caridina hodgarti,fw_caridean_shrimps
197808,Caridina holthuisi,fw_caridean_shrimps
198255,Caridina hongyanensis,fw_caridean_shrimps
198126,Caridina hova,fw_caridean_shrimps
197711,Caridina huananensis,fw_caridean_shrimps
198334,Caridina hubeiensis,fw_caridean_shrimps
198293,Caridina hunanensis,fw_caridean_shrimps
197639,Caridina imitatrix,fw_caridean_shrimps
197648,Caridina indistincta,fw_caridean_shrimps
198348,Caridina indistincta ssp. indistincta,fw_caridean_shrimps
198379,Caridina indistincta ssp. sobrina,fw_caridean_shrimps
197980,Caridina isaloensis,fw_caridean_shrimps
198367,Caridina isaloensis ssp. grandidieri,fw_caridean_shrimps
198365,Caridina isaloensis ssp. isaloensis,fw_caridean_shrimps
198105,Caridina jalihali,fw_caridean_shrimps
197905,Caridina jeani,fw_caridean_shrimps
197589,Caridina jiangxiensis,fw_caridean_shrimps
198144,Caridina johnsoni,fw_caridean_shrimps
198160,Caridina kaombeflutilis,fw_caridean_shrimps
198264,Caridina kempi,fw_caridean_shrimps
198072,Caridina kilimae,fw_caridean_shrimps
198198,Caridina kunmingensis,fw_caridean_shrimps
197764,Caridina laevis,fw_caridean_shrimps
198080,Caridina lamiana,fw_caridean_shrimps
198134,Caridina lanceifrons,fw_caridean_shrimps
197603,Caridina lanceolata,fw_caridean_shrimps
198029,Caridina lanzana,fw_caridean_shrimps
197704,Caridina laoagensis,fw_caridean_shrimps
197770,Caridina leclerci,fw_caridean_shrimps
197716,Caridina leucosticta,fw_caridean_shrimps
197854,Caridina leytensis,fw_caridean_shrimps
197751,Caridina liangi,fw_caridean_shrimps
197759,Caridina liaoi,fw_caridean_shrimps
198243,Caridina lima,fw_caridean_shrimps
198228,Caridina linduensis,fw_caridean_shrimps
197824,Caridina lineorostris,fw_caridean_shrimps
198221,Caridina lingkonae,fw_caridean_shrimps
197898,Caridina lipalmaria,fw_caridean_shrimps
198342,Caridina liui,fw_caridean_shrimps
198340,Caridina lobocensis,fw_caridean_shrimps
197729,Caridina loehae,fw_caridean_shrimps
197991,Caridina longa,fw_caridean_shrimps
197732,Caridina longiacuta,fw_caridean_shrimps
197734,Caridina longicarpus,fw_caridean_shrimps
197820,Caridina longidigita,fw_caridean_shrimps
198234,Caridina longifrons,fw_caridean_shrimps
198256,Caridina longirostris,fw_caridean_shrimps
197823,Caridina lovoensis,fw_caridean_shrimps
197652,Caridina lufengensis,fw_caridean_shrimps
198192,Caridina lumilympha,fw_caridean_shrimps
198279,Caridina macrodentata,fw_caridean_shrimps
198067,Caridina macrophora,fw_caridean_shrimps
198285,Caridina maculata,fw_caridean_shrimps
197912,Caridina mahalona,fw_caridean_shrimps
197712,Caridina malawensis,fw_caridean_shrimps
197752,Caridina malayensis,fw_caridean_shrimps
198099,Caridina masapi,fw_caridean_shrimps
197985,Caridina mathiassi,fw_caridean_shrimps
198120,Caridina mauritii,fw_caridean_shrimps
197969,Caridina mccullochi,fw_caridean_shrimps
197584,Caridina medifolia,fw_caridean_shrimps
198333,Caridina mengae,fw_caridean_shrimps
198001,Caridina mengaeoides,fw_caridean_shrimps
198244,Caridina menghaiensis,fw_caridean_shrimps
197588,Caridina meridonalis,fw_caridean_shrimps
198121,Caridina mertoni,fw_caridean_shrimps
197896,Caridina messofluminis,fw_caridean_shrimps
197763,Caridina mindanao,fw_caridean_shrimps
198213,Caridina minidentata,fw_caridean_shrimps
197731,Caridina minnanica,fw_caridean_shrimps
198222,Caridina modiglianii,fw_caridean_shrimps
198078,Caridina moeri,fw_caridean_shrimps
197779,Caridina mongziensis,fw_caridean_shrimps
198258,Caridina multidentata,fw_caridean_shrimps
198128,Caridina nanaoensis,fw_caridean_shrimps
197750,Caridina natalensis,fw_caridean_shrimps
197933,Caridina natarajani,fw_caridean_shrimps
197800,Caridina neglecta,fw_caridean_shrimps
198140,Caridina nguyeni,fw_caridean_shrimps
198199,Caridina nilotica,fw_caridean_shrimps
198260,Caridina norvestica,fw_caridean_shrimps
197901,Caridina novaecaledoniae,fw_caridean_shrimps
198087,Caridina nudirostris,fw_caridean_shrimps
197989,Caridina okiamnis,fw_caridean_shrimps
197746,Caridina okinawa,fw_caridean_shrimps
197694,Caridina oligospina,fw_caridean_shrimps
197724,Caridina opaensis,fw_caridean_shrimps
198329,Caridina palawanensis,fw_caridean_shrimps
197923,Caridina panikkari,fw_caridean_shrimps
198195,Caridina papuana,fw_caridean_shrimps
197908,Caridina paracornuta,fw_caridean_shrimps
198289,Caridina pareparensis,fw_caridean_shrimps
197853,Caridina parvidentata,fw_caridean_shrimps
197886,Caridina parvirostris,fw_caridean_shrimps
197766,Caridina parvocula,fw_caridean_shrimps
198206,Caridina parvula,fw_caridean_shrimps
198016,Caridina paucidentata,fw_caridean_shrimps
197784,Caridina pedicultrata,fw_caridean_shrimps
198326,Caridina peninsularis,fw_caridean_shrimps
198100,Caridina petiti,fw_caridean_shrimps
197928,Caridina pingi,fw_caridean_shrimps
198021,Caridina pingioides,fw_caridean_shrimps
198262,Caridina plicata,fw_caridean_shrimps
198095,Caridina prashadi,fw_caridean_shrimps
197736,Caridina pristis,fw_caridean_shrimps
197653,Caridina profundicola,fw_caridean_shrimps
197665,Caridina propinqua,fw_caridean_shrimps
197649,Caridina pseudodenticulata,fw_caridean_shrimps
197673,Caridina pseudonilotica,fw_caridean_shrimps
197605,Caridina pseudoserrata,fw_caridean_shrimps
197885,Caridina qingyuanensis,fw_caridean_shrimps
197916,Caridina rajadhari,fw_caridean_shrimps
197604,Caridina rangoona,fw_caridean_shrimps
197812,Caridina rapaensis,fw_caridean_shrimps
197856,Caridina richtersi,fw_caridean_shrimps
197876,Caridina roubaudi,fw_caridean_shrimps
197682,Caridina rouxi,fw_caridean_shrimps
198290,Caridina rubella,fw_caridean_shrimps
197756,Caridina rubropunctata,fw_caridean_shrimps
197591,Caridina samar,fw_caridean_shrimps
198277,Caridina sarasinorum,fw_caridean_shrimps
197587,Caridina schenkeli,fw_caridean_shrimps
197799,Caridina semiblepsia,fw_caridean_shrimps
197804,Caridina serrata,fw_caridean_shrimps
198313,Caridina serratirostris,fw_caridean_shrimps
197654,Caridina shenoyi,fw_caridean_shrimps
198117,Caridina shilinica,fw_caridean_shrimps
198077,Caridina similis,fw_caridean_shrimps
197586,Caridina simoni,fw_caridean_shrimps
198171,Caridina sodenensis,fw_caridean_shrimps
198315,Caridina solearipes,fw_caridean_shrimps
197600,Caridina songtaoensis,fw_caridean_shrimps
197720,Caridina spathulirostris,fw_caridean_shrimps
197955,Caridina spelunca,fw_caridean_shrimps
198298,Caridina sphyrapoda,fw_caridean_shrimps
197606,Caridina spinalifrons,fw_caridean_shrimps
197754,Caridina spinata,fw_caridean_shrimps
197814,Caridina spinipoda,fw_caridean_shrimps
197830,Caridina spinosipes,fw_caridean_shrimps
198085,Caridina spinula,fw_caridean_shrimps
198253,Caridina spongicola,fw_caridean_shrimps
197842,Caridina steineri,fw_caridean_shrimps
197975,Caridina striata,fw_caridean_shrimps
198245,Caridina subventralis,fw_caridean_shrimps
198338,Caridina sulawesi,fw_caridean_shrimps
198180,Caridina sumatianica,fw_caridean_shrimps
197805,Caridina sumatrensis,fw_caridean_shrimps
198257,Caridina sundanella,fw_caridean_shrimps
197953,Caridina susuroflabra,fw_caridean_shrimps
198086,Caridina temasek,fw_caridean_shrimps
197778,Caridina tenuirostris,fw_caridean_shrimps
197825,Caridina thambipillai,fw_caridean_shrimps
198296,Caridina thermophila,fw_caridean_shrimps
198150,Caridina thomasi,fw_caridean_shrimps
197617,Caridina timorensis,fw_caridean_shrimps
197951,Caridina togoensis,fw_caridean_shrimps
198306,Caridina tonkinensis,fw_caridean_shrimps
197794,Caridina trifasciata,fw_caridean_shrimps
197583,Caridina troglodytes,fw_caridean_shrimps
197861,Caridina troglophila,fw_caridean_shrimps
198139,Caridina tumida,fw_caridean_shrimps
198327,Caridina typus,fw_caridean_shrimps
198226,Caridina uminensis,fw_caridean_shrimps
198250,Caridina umtatensis,fw_caridean_shrimps
197993,Caridina unca,fw_caridean_shrimps
198177,Caridina valencia,fw_caridean_shrimps
197650,Caridina venusta,fw_caridean_shrimps
197875,Caridina vietriensis,fw_caridean_shrimps
198063,Caridina villadolidi,fw_caridean_shrimps
42436709,Caridina vithuraensis,fw_caridean_shrimps
197621,Caridina vitiensis,fw_caridean_shrimps
197719,Caridina weberi,fw_caridean_shrimps
197936,Caridina williamsi,fw_caridean_shrimps
197697,Caridina woltereckae,fw_caridean_shrimps
198175,Caridina wumingensis,fw_caridean_shrimps
198013,Caridina wyckii,fw_caridean_shrimps
197627,Caridina xiangnanensis,fw_caridean_shrimps
197577,Caridina xiphias,fw_caridean_shrimps
197695,Caridina yilong,fw_caridean_shrimps
198232,Caridina yulinica,fw_caridean_shrimps
197850,Caridina yunnanensis,fw_caridean_shrimps
197705,Caridina zebra,fw_caridean_shrimps
197773,Caridina zeylanica,fw_caridean_shrimps
197890,Caridina zhejiangensis,fw_caridean_shrimps
197684,Caridina zhongshanica,fw_caridean_shrimps
198330,Caridinides wilkinsi,fw_caridean_shrimps
198000,Caridinopsis chevalieri,fw_caridean_shrimps
197641,Coutierella tonkinensis,fw_caridean_shrimps
198148,Creaseria morleyi,fw_caridean_shrimps
198184,Cryphiops brasiliensis,fw_caridean_shrimps
197608,Cryphiops caementarius,fw_caridean_shrimps
198218,Cryphiops luscus,fw_caridean_shrimps
198259,Cryphiops perspicax,fw_caridean_shrimps
197838,Cryphiops sbordonii,fw_caridean_shrimps
197630,Cryphiops villalobosi,fw_caridean_shrimps
198118,Desmocaris bislineata,fw_caridean_shrimps
197625,Desmocaris trispinosa,fw_caridean_shrimps
198167,Dugastella marocana,fw_caridean_shrimps
197851,Dugastella valentina,fw_caridean_shrimps
198113,Edoneus atheatus,fw_caridean_shrimps
198238,Edoneus erwini,fw_caridean_shrimps
197998,Edoneus marulas,fw_caridean_shrimps
197811,Edoneus sketi,fw_caridean_shrimps
197941,Euryrhynchina edingtonae,fw_caridean_shrimps
133095300,Euryrhynchina puteola,fw_caridean_shrimps
198110,Euryrhynchoides holthuisi,fw_caridean_shrimps
198083,Euryrhynchus amazoniensis,fw_caridean_shrimps
197706,Euryrhynchus burchelli,fw_caridean_shrimps
197921,Euryrhynchus pemoni,fw_caridean_shrimps
197872,Euryrhynchus tomasi,fw_caridean_shrimps
197837,Euryrhynchus wrzesniowskii,fw_caridean_shrimps
197622,Exopalaemon annandalei,fw_caridean_shrimps
197721,Exopalaemon mani,fw_caridean_shrimps
198127,Exopalaemon modestus,fw_caridean_shrimps
197765,Exopalaemon xinjiangensis,fw_caridean_shrimps
198319,Gallocaris inermis,fw_caridean_shrimps
198047,Jolivetya foresti,fw_caridean_shrimps
198276,Jonga serrei,fw_caridean_shrimps
198004,Lancaris kumariae,fw_caridean_shrimps
197769,Lancaris singhalensis,fw_caridean_shrimps
198044,Leptocarpus fluminicola,fw_caridean_shrimps
197902,Leptocarpus kempi,fw_caridean_shrimps
198022,Leptocarpus potamiscus,fw_caridean_shrimps
197862,Leptopalaemon gagadjui,fw_caridean_shrimps
44136401,Leptopalaemon gibbosus,fw_caridean_shrimps
197676,Leptopalaemon glabrus,fw_caridean_shrimps
44136476,Leptopalaemon gudjangah,fw_caridean_shrimps
44136428,Leptopalaemon magelensis,fw_caridean_shrimps
198200,Limnocaridella alberti,fw_caridean_shrimps
198058,Limnocaridina iridinae,fw_caridean_shrimps
198193,Limnocaridina latipes,fw_caridean_shrimps
197977,Limnocaridina parvula,fw_caridean_shrimps
197843,Limnocaridina retarius,fw_caridean_shrimps
197829,Limnocaridina similis,fw_caridean_shrimps
198133,Limnocaridina socius,fw_caridean_shrimps
197637,Limnocaridina spinipes,fw_caridean_shrimps
197958,Limnocaridina tanganyikae,fw_caridean_shrimps
198205,Macrobrachium acanthochirus,fw_caridean_shrimps
198030,Macrobrachium acanthurus,fw_caridean_shrimps
197689,Macrobrachium acherontium,fw_caridean_shrimps
197592,Macrobrachium aemulum,fw_caridean_shrimps
198159,Macrobrachium agwi,fw_caridean_shrimps
198266,Macrobrachium ahkowi,fw_caridean_shrimps
197611,Macrobrachium altifrons,fw_caridean_shrimps
42928804,Macrobrachium altifrons ssp. altifrons,fw_caridean_shrimps
42929239,Macrobrachium altifrons ssp. ranjhai,fw_caridean_shrimps
197634,Macrobrachium amazonicum,fw_caridean_shrimps
198018,Macrobrachium americanum,fw_caridean_shrimps
198161,Macrobrachium amplimanus,fw_caridean_shrimps
197968,Macrobrachium andamanicum,fw_caridean_shrimps
198304,Macrobrachium aracamuni,fw_caridean_shrimps
197623,Macrobrachium asperulum,fw_caridean_shrimps
197858,Macrobrachium assamense,fw_caridean_shrimps
198374,Macrobrachium assamense ssp. assamense,fw_caridean_shrimps
198353,Macrobrachium assamense ssp. peninsulare,fw_caridean_shrimps
197963,Macrobrachium atabapense,fw_caridean_shrimps
197733,Macrobrachium auratum,fw_caridean_shrimps
198235,Macrobrachium australe,fw_caridean_shrimps
197892,Macrobrachium australiense,fw_caridean_shrimps
197810,Macrobrachium banjarae,fw_caridean_shrimps
198311,Macrobrachium bariense,fw_caridean_shrimps
197602,Macrobrachium birmanicum,fw_caridean_shrimps
197883,Macrobrachium bombayense,fw_caridean_shrimps
198094,Macrobrachium borellii,fw_caridean_shrimps
197906,Macrobrachium brasiliense,fw_caridean_shrimps
197638,Macrobrachium brevicarpum,fw_caridean_shrimps
197598,Macrobrachium bullatum,fw_caridean_shrimps
197893,Macrobrachium cacharense,fw_caridean_shrimps
198031,Macrobrachium caledonicum,fw_caridean_shrimps
197596,Macrobrachium callirrhoe,fw_caridean_shrimps
198038,Macrobrachium canarae,fw_caridean_shrimps
198003,Macrobrachium carcinus,fw_caridean_shrimps
197904,Macrobrachium catonium,fw_caridean_shrimps
197686,Macrobrachium cavernicola,fw_caridean_shrimps
198301,Macrobrachium chevalieri,fw_caridean_shrimps
197966,Macrobrachium clymene,fw_caridean_shrimps
198299,Macrobrachium cocoense,fw_caridean_shrimps
197796,Macrobrachium cortezi,fw_caridean_shrimps
42437291,Macrobrachium cosolapaense,fw_caridean_shrimps
197828,Macrobrachium cowlesi,fw_caridean_shrimps
198071,Macrobrachium crebrum,fw_caridean_shrimps
198116,Macrobrachium crenulatum,fw_caridean_shrimps
198143,Macrobrachium dalatense,fw_caridean_shrimps
197964,Macrobrachium dayanum,fw_caridean_shrimps
197644,Macrobrachium denticulatum,fw_caridean_shrimps
197743,Macrobrachium depressimanum,fw_caridean_shrimps
197821,Macrobrachium dienbienphuense,fw_caridean_shrimps
197965,Macrobrachium dierythrum,fw_caridean_shrimps
197878,Macrobrachium digitus,fw_caridean_shrimps
198223,Macrobrachium digueti,fw_caridean_shrimps
197677,Macrobrachium dolatum,fw_caridean_shrimps
198332,Macrobrachium dolichodactylus,fw_caridean_shrimps
198302,Macrobrachium duri,fw_caridean_shrimps
198069,Macrobrachium dux,fw_caridean_shrimps
