iucn_sid,sciname,assess_gp
132893,Platygyra crosslandi,reef_building_corals
133468,Platygyra daedalea,reef_building_corals
133651,Platygyra lamellina,reef_building_corals
133440,Platygyra pini,reef_building_corals
133493,Platygyra ryukyuensis,reef_building_corals
133068,Platygyra sinensis,reef_building_corals
133059,Platygyra verweyi,reef_building_corals
133067,Platygyra yaeyamaensis,reef_building_corals
133119,Plerogyra cauliformis,reef_building_corals
133347,Plerogyra diabolotus,reef_building_corals
132974,Plerogyra discus,reef_building_corals
133465,Plerogyra multilobata,reef_building_corals
133116,Plerogyra simplex,reef_building_corals
133258,Plerogyra sinuosa,reef_building_corals
133159,Plesiastrea devantieri,reef_building_corals
133284,Plesiastrea versipora,reef_building_corals
133011,Pocillopora ankeli,reef_building_corals
132958,Pocillopora capitata,reef_building_corals
133222,Pocillopora damicornis,reef_building_corals
133097,Pocillopora danae,reef_building_corals
133691,Pocillopora effusus,reef_building_corals
133099,Pocillopora elegans,reef_building_corals
133407,Pocillopora eydouxi,reef_building_corals
133552,Pocillopora fungiformis,reef_building_corals
133637,Pocillopora indiania,reef_building_corals
133309,Pocillopora inflata,reef_building_corals
132875,Pocillopora kelleheri,reef_building_corals
133045,Pocillopora ligulata,reef_building_corals
133095,Pocillopora meandrina,reef_building_corals
133579,Pocillopora molokensis,reef_building_corals
133388,Pocillopora setichelli,reef_building_corals
133197,Pocillopora verrucosa,reef_building_corals
132923,Pocillopora woodjonesi,reef_building_corals
133534,Pocillopora zelli,reef_building_corals
133158,Podabacia crustacea,reef_building_corals
133509,Podabacia motuporensis,reef_building_corals
133344,Podabacia sinai,reef_building_corals
133372,Polyphyllia novaehiberniae,reef_building_corals
133063,Polyphyllia talpina,reef_building_corals
133262,Porites annae,reef_building_corals
133150,Porites aranetai,reef_building_corals
133187,Porites arnaudi,reef_building_corals
133680,Porites astreoides,reef_building_corals
133107,Porites attenuata,reef_building_corals
133277,Porites australiensis,reef_building_corals
133421,Porites baueri,reef_building_corals
133073,Porites bernardi,reef_building_corals
132921,Porites branneri,reef_building_corals
133543,Porites brighami,reef_building_corals
133499,Porites cocosensis,reef_building_corals
132945,Porites colonensis,reef_building_corals
133096,Porites columnaris,reef_building_corals
133349,Porites compressa,reef_building_corals
133123,Porites cumulatus,reef_building_corals
133496,Porites cylindrica,reef_building_corals
133610,Porites decasepta,reef_building_corals
133555,Porites deformis,reef_building_corals
132873,Porites densa,reef_building_corals
132959,Porites desilveri,reef_building_corals
133584,Porites divaricata,reef_building_corals
132891,Porites duerdeni,reef_building_corals
133572,Porites echinulata,reef_building_corals
133703,Porites ericacea,reef_building_corals
132897,Porites eridani,reef_building_corals
132938,Porites evermanni,reef_building_corals
133286,Porites excavata,reef_building_corals
133561,Porites flavus,reef_building_corals
133504,Porites furcata,reef_building_corals
133445,Porites harrisoni,reef_building_corals
133430,Porites heronensis,reef_building_corals
133486,Porites horizontalata,reef_building_corals
133546,Porites latistella,reef_building_corals
133023,Porites lichen,reef_building_corals
133216,Porites lobata,reef_building_corals
133082,Porites lutea,reef_building_corals
133249,Porites mayeri,reef_building_corals
133640,Porites monticulosa,reef_building_corals
133105,Porites murrayensis,reef_building_corals
133270,Porites myrmidonensis,reef_building_corals
133358,Porites napopora,reef_building_corals
133211,Porites negrosensis,reef_building_corals
133038,Porites nigrescens,reef_building_corals
132889,Porites nodifera,reef_building_corals
133399,Porites okinawensis,reef_building_corals
133301,Porites ornata,reef_building_corals
133549,Porites panamensis,reef_building_corals
133395,Porites porites,reef_building_corals
133370,Porites profundus,reef_building_corals
133574,Porites pukoensis,reef_building_corals
133568,Porites rugosa,reef_building_corals
133492,Porites rus,reef_building_corals
133118,Porites sillimaniana,reef_building_corals
133613,Porites solida,reef_building_corals
133645,Porites somaliensis,reef_building_corals
133329,Porites stephensoni,reef_building_corals
133625,Porites studeri,reef_building_corals
133512,Porites sverdrupi,reef_building_corals
133296,Porites tuberculosa,reef_building_corals
133016,Porites vaughani,reef_building_corals
133540,Poritipora paliformis,reef_building_corals
133346,Psammocora albopicta,reef_building_corals
133208,Psammocora contigua,reef_building_corals
133275,Psammocora decussata,reef_building_corals
133043,Psammocora digitata,reef_building_corals
133589,Psammocora explanulata,reef_building_corals
133406,Psammocora haimeana,reef_building_corals
132989,Psammocora interstinctus,reef_building_corals
133094,Psammocora nierstraszi,reef_building_corals
133353,Psammocora obtusangula,reef_building_corals
133570,Psammocora profundacella,reef_building_corals
133514,Psammocora ramosa,reef_building_corals
132860,Psammocora stellata,reef_building_corals
133502,Psammocora superficialis,reef_building_corals
133676,Psammocora vaughani,reef_building_corals
133328,Psammocora verrilli,reef_building_corals
63582,Pseudocyathoceras avis,reef_building_corals
133585,Pseudosiderastrea tayami,reef_building_corals
133587,Sandalolitha dentata,reef_building_corals
133693,Sandalolitha robusta,reef_building_corals
133473,Scapophyllia cylindrica,reef_building_corals
133596,Schizoculina africana,reef_building_corals
133141,Schizoculina fissipara,reef_building_corals
133566,Scolymia australis,reef_building_corals
133053,Scolymia cubensis,reef_building_corals
132874,Scolymia lacera,reef_building_corals
133157,Scolymia vitiensis,reef_building_corals
133605,Scolymia wellsi,reef_building_corals
133526,Seriatopora aculeata,reef_building_corals
133028,Seriatopora caliendrum,reef_building_corals
133435,Seriatopora dendritica,reef_building_corals
133614,Seriatopora guttatus,reef_building_corals
133390,Seriatopora hystrix,reef_building_corals
133002,Seriatopora stellata,reef_building_corals
133121,Siderastrea glynni,reef_building_corals
133027,Siderastrea radians,reef_building_corals
133590,Siderastrea savignyana,reef_building_corals
133389,Siderastrea siderea,reef_building_corals
132915,Siderastrea stellata,reef_building_corals
133004,Simplastrea vesicularis,reef_building_corals
133657,Solenastrea bournoni,reef_building_corals
133425,Solenastrea hyades,reef_building_corals
133521,Stephanocoenia intersepta,reef_building_corals
133364,Stylaraea punctata,reef_building_corals
133548,Stylocoeniella armata,reef_building_corals
133145,Stylocoeniella cocosensis,reef_building_corals
133049,Stylocoeniella guentheri,reef_building_corals
133221,Stylocoeniella muscosus,reef_building_corals
133234,Stylophora danae,reef_building_corals
133659,Stylophora kuehlmanni,reef_building_corals
132943,Stylophora madagascarensis,reef_building_corals
133169,Stylophora mamillata,reef_building_corals
133685,Stylophora pistillata,reef_building_corals
133530,Stylophora subseriata,reef_building_corals
133251,Stylophora wellsi,reef_building_corals
133474,Symphyllia agaricia,reef_building_corals
132962,Symphyllia erythraea,reef_building_corals
133126,Symphyllia hassi,reef_building_corals
132900,Symphyllia radians,reef_building_corals
133606,Symphyllia recta,reef_building_corals
133127,Symphyllia valenciennesii,reef_building_corals
133340,Symphyllia wilsoni,reef_building_corals
133260,Trachyphyllia geoffroyi,reef_building_corals
132957,Turbinaria bifrons,reef_building_corals
133039,Turbinaria conspicua,reef_building_corals
133146,Turbinaria frondens,reef_building_corals
133235,Turbinaria heronensis,reef_building_corals
132916,Turbinaria irregularis,reef_building_corals
133633,Turbinaria mesenterina,reef_building_corals
133177,Turbinaria patula,reef_building_corals
133498,Turbinaria peltata,reef_building_corals
132985,Turbinaria radicalis,reef_building_corals
133697,Turbinaria reniformis,reef_building_corals
133403,Turbinaria stellulata,reef_building_corals
132993,Zoopilus echinatus,reef_building_corals
61425,Archaius tigris,chameleons
42678970,Bradypodion atromontanum,chameleons
172551,Bradypodion caeruleogula,chameleons
176290,Bradypodion caffer,chameleons
42679109,Bradypodion damaranum,chameleons
176291,Bradypodion dracomontanum,chameleons
42679297,Bradypodion gutturale,chameleons
42680235,Bradypodion kentanicum,chameleons
42681112,Bradypodion melanocephalum,chameleons
3009,Bradypodion nemorale,chameleons
42683297,Bradypodion ngomeense,chameleons
42683369,Bradypodion occidentale,chameleons
42683517,Bradypodion pumilum,chameleons
3012,Bradypodion setaroi,chameleons
3023,Bradypodion taeniabronchum,chameleons
3017,Bradypodion thamnobates,chameleons
176292,Bradypodion transvaalense,chameleons
176293,Bradypodion ventrale,chameleons
172930,Brookesia ambreensis,chameleons
172752,Brookesia antakarana,chameleons
176294,Brookesia bekolosy,chameleons
172912,Brookesia betschi,chameleons
172878,Brookesia bonsi,chameleons
42685911,Brookesia brunoi,chameleons
172947,Brookesia brygooi,chameleons
42686345,Brookesia confidens,chameleons
172885,Brookesia decaryi,chameleons
172808,Brookesia dentata,chameleons
42686901,Brookesia desperata,chameleons
172844,Brookesia ebenaui,chameleons
176295,Brookesia exarmata,chameleons
176296,Brookesia griveaudi,chameleons
172748,Brookesia karchei,chameleons
172790,Brookesia lambertoni,chameleons
172909,Brookesia lineata,chameleons
42687009,Brookesia micra,chameleons
67009871,Brookesia minima,chameleons
3083,Brookesia perarmata,chameleons
172795,Brookesia peyrierasi,chameleons
172777,Brookesia ramanantsoai,chameleons
176297,Brookesia stumpffi,chameleons
172741,Brookesia superciliaris,chameleons
176298,Brookesia therezieni,chameleons
172944,Brookesia thieli,chameleons
42687277,Brookesia tristis,chameleons
176299,Brookesia tuberculata,chameleons
172858,Brookesia vadoni,chameleons
176300,Brookesia valerieae,chameleons
172800,Calumma amber,chameleons
172916,Calumma ambreense,chameleons
172850,Calumma andringitraense,chameleons
176301,Calumma boettgeri,chameleons
172984,Calumma brevicorne,chameleons
172840,Calumma capuroni,chameleons
172886,Calumma crypticum,chameleons
172836,Calumma cucullatum,chameleons
176302,Calumma fallax,chameleons
172798,Calumma furcifer,chameleons
176303,Calumma gallus,chameleons
172774,Calumma gastrotaenia,chameleons
176304,Calumma glawi,chameleons
172830,Calumma globifer,chameleons
172778,Calumma guibei,chameleons
172761,Calumma guillaumeti,chameleons
172796,Calumma hafahafa,chameleons
172925,Calumma hilleniusi,chameleons
172951,Calumma jejy,chameleons
75976541,Calumma linotum,chameleons
172923,Calumma malthe,chameleons
172821,Calumma marojezense,chameleons
172861,Calumma nasutum,chameleons
172915,Calumma oshaughnessyi,chameleons
172896,Calumma parsonii,chameleons
172737,Calumma peltierorum,chameleons
176305,Calumma peyrierasi,chameleons
193482,Calumma tarzan,chameleons
172760,Calumma tsaratananense,chameleons
172980,Calumma tsycorne,chameleons
172928,Calumma vatosoa,chameleons
172879,Calumma vencesi,chameleons
42689609,Calumma vohibola,chameleons
157273,Chamaeleo africanus,chameleons
172526,Chamaeleo anchietae,chameleons
199603,Chamaeleo arabicus,chameleons
176309,Chamaeleo calcaricarens,chameleons
176306,Chamaeleo calyptratus,chameleons
157246,Chamaeleo chamaeleon,chameleons
176308,Chamaeleo dilepis,chameleons
172536,Chamaeleo gracilis,chameleons
172542,Chamaeleo laevigatus,chameleons
176310,Chamaeleo monachus,chameleons
176311,Chamaeleo namaquensis,chameleons
172543,Chamaeleo necasi,chameleons
176312,Chamaeleo senegalensis,chameleons
172657,Chamaeleo zeylanicus,chameleons
172962,Furcifer angeli,chameleons
172887,Furcifer antimena,chameleons
172934,Furcifer balteatus,chameleons
172740,Furcifer belalandaensis,chameleons
172937,Furcifer bifidus,chameleons
8764,Furcifer campani,chameleons
176319,Furcifer cephalolepis,chameleons
8765,Furcifer labordi,chameleons
42696174,Furcifer lateralis,chameleons
42695944,Furcifer major,chameleons
8766,Furcifer minor,chameleons
172869,Furcifer nicosiai,chameleons
172866,Furcifer oustaleti,chameleons
172955,Furcifer pardalis,chameleons
172950,Furcifer petteri,chameleons
199758,Furcifer polleni,chameleons
172758,Furcifer rhinoceratus,chameleons
193484,Furcifer timoni,chameleons
176320,Furcifer tuzetae,chameleons
172749,Furcifer verrucosus,chameleons
42695980,Furcifer viridis,chameleons
172736,Furcifer willsii,chameleons
172578,Kinyongia adolfifriderici,chameleons
172540,Kinyongia asheorum,chameleons
172564,Kinyongia boehmei,chameleons
172554,Kinyongia carpenteri,chameleons
172569,Kinyongia excubitor,chameleons
172565,Kinyongia fischeri,chameleons
42760124,Kinyongia gyrolepis,chameleons
172538,Kinyongia magomberae,chameleons
172545,Kinyongia matschiei,chameleons
172574,Kinyongia multituberculata,chameleons
75976903,Kinyongia mulyai,chameleons
172570,Kinyongia oxyrhina,chameleons
172544,Kinyongia tavetana,chameleons
