iucn_sid,sciname,comname,pub_year,old_cat,depth_upper,depth_lower,elev_upper,elev_lower,aoo_km2,eoo_km2,criteria,cat,cat_score,iucn_version
69181941,Parupeneus barberinus,Dash-and-dot goatfish,2016,LC,1,100,NA,NA,NA,NA,NA,LC,0,2020-1
69181948,Parupeneus chrysonemus,Yellow-threaded goatfish,2016,LC,20,183,NA,NA,NA,NA,NA,LC,0,2020-1
69181969,Parupeneus ciliatus,Whitesaddle goatfish,2016,LC,2,90,NA,NA,NA,NA,NA,LC,0,2020-1
69182011,Parupeneus cyclostomus,Gold-saddle goatfish,2016,LC,2,125,NA,NA,NA,NA,NA,LC,0,2020-1
69182291,Parupeneus insularis,Twosaddle goatfish,2016,LC,1,80,NA,NA,NA,NA,NA,LC,0,2020-1
69182614,Parupeneus indicus,Indian goatfish,2016,LC,0,30,NA,NA,NA,NA,NA,LC,0,2020-1
69182673,Parupeneus jansenii,Jansen's goatfish,2016,LC,0,48,NA,NA,NA,NA,NA,LC,0,2020-1
69182687,Parupeneus louise,NA,2016,LC,200,250,NA,NA,NA,NA,NA,LC,0,2020-1
69182717,Parupeneus moffitti,NA,2016,DD,120,230,NA,NA,NA,NA,NA,DD,NA,2020-1
69182861,Parupeneus pleurostigma,Sidespot goatfish,2016,LC,1,120,NA,NA,NA,NA,NA,LC,0,2020-1
69182988,Parupeneus porphyreus,Whitesaddle Goatfish,2016,NT,2,140,NA,NA,NA,NA,NA,NT,0.2,2020-1
69183023,Parupeneus spilurus,Blackspot goatfish,2016,LC,0,80,NA,NA,NA,NA,NA,LC,0,2020-1
69538564,Upeneichthys lineatus,Blue-lined Goatfish,2016,LC,5,100,NA,NA,NA,NA,NA,LC,0,2020-1
69538573,Upeneus australiae,Australian Goatfish,2016,LC,3,113,NA,NA,NA,NA,NA,LC,0,2020-1
69538576,Upeneus francisi,Francis' Goatfish,2016,LC,2,20,NA,NA,NA,NA,NA,LC,0,2020-1
69538579,Upeneus mouthami,Moutham's goatfish,2016,DD,60,71,NA,NA,NA,NA,NA,DD,NA,2020-1
69538589,Upeneus taeniopterus,Finstripe Goatfish,2016,LC,0,50,NA,NA,NA,NA,NA,LC,0,2020-1
69539228,Nemipterus balinensoides,Dwarf Threadfin Bream,2016,LC,30,80,NA,NA,NA,NA,NA,LC,0,2020-1
69539262,Nemipterus furcosus,Fork-tailed Threadfin Bream,2016,LC,8,110,NA,NA,NA,NA,NA,LC,0,2020-1
69539271,Nemipterus hexodon,Ornate Threadfin Bream,2016,LC,10,80,NA,NA,NA,NA,NA,LC,0,2020-1
69539284,Nemipterus vitiensis,Fiji Threadfin Bream,2016,LC,27,273,NA,NA,NA,NA,NA,LC,0,2020-1
69539293,Nemipterus zysron,Slender Threadfin Bream,2016,LC,10,125,NA,NA,NA,NA,NA,LC,0,2020-1
69539322,Pentapodus aureofasciatus,Yellowstripe Threadfin Bream,2016,LC,5,80,NA,NA,NA,NA,NA,LC,0,2020-1
69539343,Pentapodus caninus,Small-toothed Whiptail,2016,LC,2,60,NA,NA,NA,NA,NA,LC,0,2020-1
69539356,Pentapodus nagasakiensis,Japanese Whiptail,2016,LC,20,100,NA,NA,NA,NA,NA,LC,0,2020-1
69539374,Pentapodus trivittatus,Three-striped Whiptail,2016,LC,2,30,NA,NA,NA,NA,NA,LC,0,2020-1
69539421,Scolopsis affinis,Peters' Monocle Bream,2016,LC,5,60,NA,NA,NA,NA,NA,LC,0,2020-1
69539499,Scolopsis bilineata,Two-lined Monocle Bream,2016,LC,1,25,NA,NA,NA,NA,NA,LC,0,2020-1
69539506,Scolopsis ciliata,Saw-jawed Monocle Bream,2016,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
69539564,Scolopsis lineata,Striped Monocle Bream,2016,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
69539571,Scolopsis margaritifera,Pearly Monocle Bream,2016,LC,2,25,NA,NA,NA,NA,NA,LC,0,2020-1
69539597,Scolopsis monogramma,Monogrammed Monocle Bream,2016,LC,2,50,NA,NA,NA,NA,NA,LC,0,2020-1
69539604,Scolopsis taenioptera,Lattice Monocle Bream,2016,LC,2,25,NA,NA,NA,NA,NA,LC,0,2020-1
69539611,Scolopsis temporalis,Bald-spot Monocle Bream,2016,LC,1,35,NA,NA,NA,NA,NA,LC,0,2020-1
69539627,Scolopsis trilineata,Three-lined Monocle Bream,2016,LC,1,10,NA,NA,NA,NA,NA,LC,0,2020-1
69544768,Opistognathus solorensis,Solor Jawfish,2016,LC,0,30,NA,NA,NA,NA,NA,LC,0,2020-1
69544771,Opistognathus variabilis,Variable Jawfish,2016,LC,0,37,NA,NA,NA,NA,NA,LC,0,2020-1
69544846,Stalix histrio,Harlequin Jawfish,2016,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
69545420,Acanthoplesiops indicus,NA,2018,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
69545534,Priacanthus macracanthus,Red Bigeye,2016,LC,12,400,NA,NA,NA,NA,NA,LC,0,2020-1
69545542,Priacanthus meeki,Hawaiian Bigeye,2016,LC,3,275,NA,NA,NA,NA,NA,LC,0,2020-1
69545545,Priacanthus sagittarius,Arrow Bulleye,2016,LC,15,250,NA,NA,NA,NA,NA,LC,0,2020-1
69545550,Pristigenys meyeri,NA,2016,LC,100,200,NA,NA,NA,NA,NA,LC,0,2020-1
69545557,Pristigenys niphonia,Japanese Bigeye,2016,LC,10,300,NA,NA,NA,NA,NA,LC,0,2020-1
69583335,Amsichthys knighti,Knight's Dottyback,2016,LC,5,35,NA,NA,NA,NA,NA,LC,0,2020-1
69583348,Cypho purpurascens,Oblique-lined Dottyback,2016,LC,0,41,NA,NA,NA,NA,NA,LC,0,2020-1
69583361,Lubbockichthys multisquamatus,Many-scaled Dottyback,2016,LC,1,65,NA,NA,NA,NA,NA,LC,0,2020-1
69583368,Lubbockichthys myersi,NA,2016,DD,20,40,NA,NA,NA,NA,NA,DD,NA,2020-1
69583371,Manonichthys polynemus,Thread-finned Dottyback,2016,DD,2,50,NA,NA,NA,NA,NA,DD,NA,2020-1
69583382,Ogilbyina salvati,NA,2016,LC,0,55,NA,NA,NA,NA,NA,LC,0,2020-1
69583393,Pictichromis paccagnellae,Royal Dottyback,2016,LC,1,70,NA,NA,NA,NA,NA,LC,0,2020-1
69583400,Pictichromis porphyrea,Magneta Dottyback,2016,LC,3,65,NA,NA,NA,NA,NA,LC,0,2020-1
69583407,Pseudochromis bitaeniatus,Two-lined Dottyback,2016,LC,2,38,NA,NA,NA,NA,NA,LC,0,2020-1
69583414,Pseudochromis cyanotaenia,Bluebarred Dottyback,2016,LC,0,30,NA,NA,NA,NA,NA,LC,0,2020-1
69583417,Pseudochromis fuscus,Brown Dottyback,2016,LC,0,30,NA,NA,NA,NA,NA,LC,0,2020-1
69583420,Pseudochromis jamesi,Spot-tail Dottyback,2016,LC,1,18,NA,NA,NA,NA,NA,LC,0,2020-1
69583423,Pseudochromis kolythrus,NA,2016,DD,18,31,NA,NA,NA,NA,NA,DD,NA,2020-1
69583426,Pseudochromis marshallensis,Marshall Dottyback,2016,LC,0,30,NA,NA,NA,NA,NA,LC,0,2020-1
69583433,Pseudochromis melanurus,Blacktail Dottyback,2016,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
69583436,Pseudochromis moorei,Jaguar Dottyback,2016,DD,40,10,NA,NA,NA,NA,NA,DD,NA,2020-1
69583439,Pseudochromis pylei,Pyle's Dottyback,2016,DD,40,87,NA,NA,NA,NA,NA,DD,NA,2020-1
69583442,Pseudochromis tapeinosoma,Horseshoe-tailed Dottyback,2016,LC,0,12,NA,NA,NA,NA,NA,LC,0,2020-1
69583447,Pseudoplesiops annae,Anna's Dottyback,2016,LC,4,113,NA,NA,NA,NA,NA,LC,0,2020-1
69583454,Pseudoplesiops howensis,Lord Howe Dottyback,2016,LC,0,30,NA,NA,NA,NA,NA,LC,0,2020-1
69583457,Pseudoplesiops revellei,Bearded Dottyback,2016,LC,2,31,NA,NA,NA,NA,NA,LC,0,2020-1
69583460,Pseudoplesiops rosae,Rose Island Dottyback,2016,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
69583463,Pseudoplesiops typus,Ring-eyed Dottyback,2016,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
69583466,Pseudoplesiops wassi,Fleckfin Dottyback,2016,LC,1,60,NA,NA,NA,NA,NA,LC,0,2020-1
69584026,Acanthistius cinctus,Yellowbanded Perch,2016,LC,NA,30,NA,NA,NA,NA,NA,LC,0,2020-1
69584035,Aporops bilinearis,Blotched Podge,2016,LC,1,35,NA,NA,NA,NA,NA,LC,0,2020-1
69584048,Aulacocephalus temminckii,Goldribbon soapfish,2016,LC,604,20,NA,NA,NA,NA,NA,LC,0,2020-1
69584098,Belonoperca chabanaudi,Arrowhead Soapfish,2016,LC,1,122,NA,NA,NA,NA,NA,LC,0,2020-1
69584101,Belonoperca pylei,Orangespotted Soapfish,2016,LC,68,122,NA,NA,NA,NA,NA,LC,0,2020-1
69584331,Caprodon krasyukovae,Krasyukova's Perch,2016,LC,55,300,NA,NA,NA,NA,NA,LC,0,2020-1
69584359,Caprodon longimanus,Pink Maomao,2016,LC,1,400,NA,NA,NA,NA,NA,LC,0,2020-1
69584395,Caprodon schlegelii,Sunrise Perch,2016,LC,60,302,NA,NA,NA,NA,NA,LC,0,2020-1
69584403,Diploprion bifasciatum,Barred Soapfish,2016,LC,1,50,NA,NA,NA,NA,NA,LC,0,2020-1
69584408,Grammistes sexlineatus,Goldenstriped Soapfish,2016,LC,1,130,NA,NA,NA,NA,NA,LC,0,2020-1
69584417,Grammistops ocellatus,Ocellate Soapfish,2016,LC,5,30,NA,NA,NA,NA,NA,LC,0,2020-1
69584420,Liopropoma aurora,Yellowmargin Basslet,2016,LC,21,183,NA,NA,NA,NA,NA,LC,0,2020-1
69584428,Liopropoma collettei,Collette's Basslet,2016,LC,1,35,NA,NA,NA,NA,NA,LC,0,2020-1
69584431,Liopropoma erythraeum,NA,2016,LC,100,320,NA,NA,NA,NA,NA,LC,0,2020-1
69584435,Liopropoma flavidum,NA,2016,LC,NA,58,NA,NA,NA,NA,NA,LC,0,2020-1
69584469,Liopropoma japonicum,Spotlined Bass,2016,LC,40,180,NA,NA,NA,NA,NA,LC,0,2020-1
69584488,Liopropoma latifasciatum,Blackstripe Basslet,2016,LC,10,90,NA,NA,NA,NA,NA,LC,0,2020-1
69584519,Liopropoma lemniscatum,Ribbon Basslet,2016,LC,60,340,NA,NA,NA,NA,NA,LC,0,2020-1
69584524,Liopropoma lunulatum,NA,2016,LC,100,350,NA,NA,NA,NA,NA,LC,0,2020-1
69584537,Liopropoma maculatum,NA,2016,LC,100,600,NA,NA,NA,NA,NA,LC,0,2020-1
69584560,Liopropoma mitratum,Pinstriped Basslet,2016,LC,3,55,NA,NA,NA,NA,NA,LC,0,2020-1
69584566,Liopropoma multilineatum,Manyline Perch,2016,LC,18,50,NA,NA,NA,NA,NA,LC,0,2020-1
69584573,Liopropoma pallidum,Pallid Basslet,2016,LC,6,40,NA,NA,NA,NA,NA,LC,0,2020-1
69584835,Liopropoma susumi,Meteor Perch,2016,LC,2,100,NA,NA,NA,NA,NA,LC,0,2020-1
69585676,Liopropoma swalesi,Swales' Basslet,2016,LC,20,35,NA,NA,NA,NA,NA,LC,0,2020-1
69585696,Liopropoma tonstrinum,Redstriped Basslet,2016,LC,11,50,NA,NA,NA,NA,NA,LC,0,2020-1
69586094,Luzonichthys waitei,Waite's Splitfin,2016,LC,1,55,NA,NA,NA,NA,NA,LC,0,2020-1
69586372,Luzonichthys whitleyi,Whitley's Splitfin,2016,LC,1,200,NA,NA,NA,NA,NA,LC,0,2020-1
69586671,Odontanthias borbonius,Checked Swallowtail,2016,LC,92,300,NA,NA,NA,NA,NA,LC,0,2020-1
69587098,Odontanthias chrysostictus,NA,2016,LC,50,150,NA,NA,NA,NA,NA,LC,0,2020-1
69587107,Odontanthias elizabethae,NA,2016,LC,107,107,NA,NA,NA,NA,NA,LC,0,2020-1
69587178,Odontanthias fuscipinnis,Hawaiian Deep Anthias,2016,LC,43,260,NA,NA,NA,NA,NA,LC,0,2020-1
69587263,Odontanthias katayamai,NA,2016,LC,60,300,NA,NA,NA,NA,NA,LC,0,2020-1
69587548,Plectranthias cirrhitoides,NA,2016,LC,2,25,NA,NA,NA,NA,NA,LC,0,2020-1
69587773,Plectranthias fijiensis,NA,2016,DD,NA,293,NA,NA,NA,NA,NA,DD,NA,2020-1
69588014,Plectranthias fourmanoiri,Doublespot Perchlet,2016,LC,5,44,NA,NA,NA,NA,NA,LC,0,2020-1
69588682,Plectranthias helenae,NA,2016,LC,110,263,NA,NA,NA,NA,NA,LC,0,2020-1
69588709,Plectranthias inermis,Chequered Perchlet,2016,LC,14,65,NA,NA,NA,NA,NA,LC,0,2020-1
69588731,Plectranthias kamii,NA,2016,LC,183,350,NA,NA,NA,NA,NA,LC,0,2020-1
69588764,Plectranthias kelloggi,Eastern Flower Porgy,2016,LC,60,540,NA,NA,NA,NA,NA,LC,0,2020-1
69588828,Plectranthias longimanus,Longfin Perchlet,2016,LC,1,75,NA,NA,NA,NA,NA,LC,0,2020-1
69588900,Plectranthias megalophthalmus,Citron Perchlet,2016,LC,300,360,NA,NA,NA,NA,NA,LC,0,2020-1
69588906,Plectranthias nanus,Brownband Perchlet,2016,LC,6,65,NA,NA,NA,NA,NA,LC,0,2020-1
69588920,Plectranthias randalli,NA,2016,LC,80,300,NA,NA,NA,NA,NA,LC,0,2020-1
69588949,Plectranthias retrofasciatus,NA,2016,LC,NA,200,NA,NA,NA,NA,NA,LC,0,2020-1
69588952,Plectranthias rubrifasciatus,NA,2016,LC,100,200,NA,NA,NA,NA,NA,LC,0,2020-1
69588988,Plectranthias taylori,NA,2016,LC,183,360,NA,NA,NA,NA,NA,LC,0,2020-1
69588992,Plectranthias winniensis,Redblotch Basslet,2016,LC,20,58,NA,NA,NA,NA,NA,LC,0,2020-1
69589013,Plectranthias yamakawai,NA,2016,LC,NA,200,NA,NA,NA,NA,NA,LC,0,2020-1
69589017,Pogonoperca punctata,Bearded Soapfish,2016,LC,10,216,NA,NA,NA,NA,NA,LC,0,2020-1
69589036,Pseudanthias aurulentus,NA,2016,LC,40,52,NA,NA,NA,NA,NA,LC,0,2020-1
69589636,Pseudanthias bartlettorum,Bartlett's Anthias,2016,LC,4,30,NA,NA,NA,NA,NA,LC,0,2020-1
69590149,Pseudanthias bicolor,Bicolor Anthias,2016,LC,5,104,NA,NA,NA,NA,NA,LC,0,2020-1
69590390,Pseudanthias calloura,Aurora Anthias,2016,LC,18,88,NA,NA,NA,NA,NA,LC,0,2020-1
69590668,Pseudanthias cooperi,Red-bar Anthias,2016,LC,5,100,NA,NA,NA,NA,NA,LC,0,2020-1
69590742,Pseudanthias dispar,Peach Fairy Basslet,2016,LC,1,40,NA,NA,NA,NA,NA,LC,0,2020-1
69590801,Pseudanthias engelhardi,Orangebar Anthias,2016,LC,37,70,NA,NA,NA,NA,NA,LC,0,2020-1
69590820,Pseudanthias flavicauda,NA,2016,LC,30,733,NA,NA,NA,NA,NA,LC,0,2020-1
69590843,Pseudanthias flavoguttatus,Yellow-spotted Anthias,2016,LC,18,100,NA,NA,NA,NA,NA,LC,0,2020-1
69590885,Pseudanthias fucinus,NA,2016,LC,122,280,NA,NA,NA,NA,NA,LC,0,2020-1
69590936,Pseudanthias gibbosus,NA,2016,LC,20,150,NA,NA,NA,NA,NA,LC,0,2020-1
69590949,Pseudanthias hawaiiensis,NA,2016,LC,26,219,NA,NA,NA,NA,NA,LC,0,2020-1
69590965,Pseudanthias hiva,NA,2016,LC,10,34,NA,NA,NA,NA,NA,LC,0,2020-1
69590993,Pseudanthias huchtii,Red-cheeked Fairy Basslet,2016,LC,1,35,NA,NA,NA,NA,NA,LC,0,2020-1
69591007,Pseudanthias hypselosoma,Stocky Anthias,2016,LC,2,50,NA,NA,NA,NA,NA,LC,0,2020-1
69591014,Pseudanthias lori,Lori's Anthias,2016,LC,7,70,NA,NA,NA,NA,NA,LC,0,2020-1
69591045,Pseudanthias luzonensis,Yellowlined Anthias,2016,LC,10,60,NA,NA,NA,NA,NA,LC,0,2020-1
69591058,Pseudanthias mooreanus,NA,2016,LC,6,46,NA,NA,NA,NA,NA,LC,0,2020-1
69591446,Pseudanthias olivaceus,NA,2016,LC,1,34,NA,NA,NA,NA,NA,LC,0,2020-1
69591538,Pseudanthias parvirostris,Sunset Anthias,2016,LC,17,70,NA,NA,NA,NA,NA,LC,0,2020-1
69591554,Pseudanthias pascalus,Amethyst Anthias,2016,LC,5,60,NA,NA,NA,NA,NA,LC,0,2020-1
69591645,Pseudanthias privitera,NA,2016,LC,70,116,NA,NA,NA,NA,NA,LC,0,2020-1
69591683,Pseudanthias randalli,Randall's Fairy Basslet,2016,LC,10,120,NA,NA,NA,NA,NA,LC,0,2020-1
69591708,Pseudanthias rubrizonatus,Red-belted Anthias,2016,LC,3,152,NA,NA,NA,NA,NA,LC,0,2020-1
69591715,Pseudanthias rubrolineatus,NA,2016,LC,25,400,NA,NA,NA,NA,NA,LC,0,2020-1
69591773,Pseudanthias smithvanizi,Princess Anthias,2016,LC,8,70,NA,NA,NA,NA,NA,LC,0,2020-1
69591800,Pseudanthias squamipinnis,Sea Goldie,2016,LC,1,40,NA,NA,NA,NA,NA,LC,0,2020-1
69591811,Pseudanthias thompsoni,Hawaiian Anthias,2016,LC,5,190,NA,NA,NA,NA,NA,LC,0,2020-1
69591878,Pseudanthias tuka,Yellowstriped Fairy Basslet,2016,LC,2,40,NA,NA,NA,NA,NA,LC,0,2020-1
69591923,Pseudanthias xanthomaculatus,NA,2016,DD,NA,200,NA,NA,NA,NA,NA,DD,NA,2020-1
69591978,Pseudogramma astigma,Spotless Podge,2016,LC,6,46,NA,NA,NA,NA,NA,LC,0,2020-1
69592009,Pseudogramma australis,Pascua Podge,2016,LC,21,42,NA,NA,NA,NA,NA,LC,0,2020-1
69592012,Pseudogramma pectoralis,Pectoral Podge,2016,LC,10,52,NA,NA,NA,NA,NA,LC,0,2020-1
69592021,Pseudogramma polyacantha,Honeycomb Podge,2016,LC,1,65,NA,NA,NA,NA,NA,LC,0,2020-1
69592038,Pseudogramma xantha,Yellow Podge,2016,LC,26,100,NA,NA,NA,NA,NA,LC,0,2020-1
69592051,Selenanthias barroi,NA,2016,LC,200,300,NA,NA,NA,NA,NA,LC,0,2020-1
69592060,Selenanthias myersi,NA,2016,LC,110,220,NA,NA,NA,NA,NA,LC,0,2020-1
69592071,Serranocirrhitus latus,Hawkfish Anthias,2016,LC,10,70,NA,NA,NA,NA,NA,LC,0,2020-1
69592082,Suttonia lineata,Freckleface Podge,2016,LC,6,44,NA,NA,NA,NA,NA,LC,0,2020-1
69592095,Trachypoma macracanthus,Toadstool Grouper,2016,LC,1,45,NA,NA,NA,NA,NA,LC,0,2020-1
69689070,Siganus argenteus,Forktail Rabbitfish,2016,LC,1,40,NA,NA,NA,NA,NA,LC,0,2020-1
69689242,Siganus corallinus,Blue-spotted Spinefoot,2016,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
69689424,Siganus doliatus,Barred Spinefoot,2016,LC,1,15,NA,NA,NA,NA,NA,LC,0,2020-1
69689554,Siganus fuscescens,Mottled Spinefoot,2016,LC,1,50,NA,NA,NA,NA,NA,LC,0,2020-1
69689777,Siganus guttatus,Golden Rabbitfish,2016,LC,1,35,NA,NA,NA,NA,NA,LC,0,2020-1
69690025,Siganus lineatus,Lined Rabbitfish,2016,LC,1,25,NA,NA,NA,NA,NA,LC,0,2020-1
69690275,Siganus niger,Black Foxface,2016,VU,2,15,NA,NA,864,NA,B2ab(iii),VU,0.4,2020-1
69738690,Siganus puellus,Masked Rabbitfish,2016,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
69738727,Siganus punctatissimus,Fine-spotted Rabbitfish,2016,LC,3,30,NA,NA,NA,NA,NA,LC,0,2020-1
69738738,Siganus punctatus,Gold-spotted Rabbitfish,2016,LC,1,40,NA,NA,NA,NA,NA,LC,0,2020-1
69738808,Siganus randalli,Randall's Rabbitfish,2016,LC,1,15,NA,NA,NA,NA,NA,LC,0,2020-1
69738881,Siganus spinus,Scribbled Rabbitfish,2016,LC,1,50,NA,NA,NA,NA,NA,LC,0,2020-1
69738927,Siganus uspi,Bicolored Foxface,2016,NT,3,20,NA,NA,2619,NA,NA,NT,0.2,2020-1
69738933,Siganus vulpinus,Foxface Rabbitfish,2016,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
69738962,Siganus woodlandi,NA,2016,LC,5,15,NA,NA,NA,NA,NA,LC,0,2020-1
69738986,Sillago ciliata,Sand Sillago,2016,LC,0,40,NA,NA,NA,NA,NA,LC,0,2020-1
69739558,Trichonotus elegans,Long-rayed Sand Diver,2016,LC,1,40,NA,NA,NA,NA,NA,LC,0,2020-1
69739591,Trichonotus filamentosus,Black-spot Sand Diver,2016,LC,6,35,NA,NA,NA,NA,NA,LC,0,2020-1
69739648,Trichonotus setiger,Spotted Sand Diver,2016,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
69739731,Allomicrodesmus dorotheae,Dorothea's Wriggler,2016,DD,0,10,NA,NA,NA,NA,NA,DD,NA,2020-1
69739816,Paraxenisthmus cerberusi,NA,2016,DD,12,26,NA,NA,NA,NA,NA,DD,NA,2020-1
69739933,Rotuma lewisi,NA,2016,LC,0,26,NA,NA,NA,NA,NA,LC,0,2020-1
69740574,Tyson belos,Arrow Wriggler,2016,LC,10,30,NA,NA,NA,NA,NA,LC,0,2020-1
69740648,Xenisthmus chapmani,NA,2016,DD,0,30,NA,NA,NA,NA,NA,DD,NA,2020-1
69740837,Xenisthmus clarus,Clear Wriggler,2016,LC,0,1,NA,NA,NA,NA,NA,LC,0,2020-1
69740861,Xenisthmus eirospilus,Spotted Wriggler,2016,LC,0,35,NA,NA,NA,NA,NA,LC,0,2020-1
69740895,Xenisthmus polyzonatus,Bullseye Wriggler,2016,LC,9,24,NA,NA,NA,NA,NA,LC,0,2020-1
69741115,Zanclus cornutus,Moorish Idol,2016,LC,1,180,NA,NA,NA,NA,NA,LC,0,2020-1
69741187,Arnoglossus debilis,Weak Lefteye Flounder,2016,LC,150,440,NA,NA,NA,NA,NA,LC,0,2020-1
69741220,Arnoglossus japonicus,Japanese Lefteye Flounder,2016,LC,85,154,NA,NA,NA,NA,NA,LC,0,2020-1
69741251,Arnoglossus nigrifrons,NA,2016,DD,300,315,NA,NA,NA,NA,NA,DD,NA,2020-1
69741345,Arnoglossus oxyrhynchus,Sharp-snout Lefteye Flounder,2016,LC,208,460,NA,NA,NA,NA,NA,LC,0,2020-1
69741351,Arnoglossus polyspilus,Many-spotted Lefteye Flounder,2016,LC,90,390,NA,NA,NA,NA,NA,LC,0,2020-1
69741708,Arnoglossus septemventralis,NA,2016,LC,240,315,NA,NA,NA,NA,NA,LC,0,2020-1
69741720,Arnoglossus tenuis,Dwarf Lefteye Flounder,2016,LC,80,100,NA,NA,NA,NA,NA,LC,0,2020-1
69741856,Asterorhombus cocosensis,Cocos Island Flounder,2016,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
69741907,Asterorhombus filifer,Longlure Flounder,2016,LC,3,57,NA,NA,NA,NA,NA,LC,0,2020-1
69741958,Asterorhombus intermedius,Intermediate Flounder,2016,LC,1,96,NA,NA,NA,NA,NA,LC,0,2020-1
69742023,Bothus constellatus,Pacific Eyed Flounder,2020,LC,1,121,NA,NA,NA,NA,NA,LC,0,2020-1
69743659,Chascanopsetta prorigera,NA,2016,LC,66,457,NA,NA,NA,NA,NA,LC,0,2020-1
69743737,Engyprosopon arenicola,Fringelip Dwarf Flounder,2016,LC,6,15,NA,NA,NA,NA,NA,LC,0,2020-1
69743759,Engyprosopon bellonaensis,Bellona Flounder,2016,LC,67,80,NA,NA,NA,NA,NA,LC,0,2020-1
69743778,Engyprosopon hawaiiensis,NA,2016,LC,1,26,NA,NA,NA,NA,NA,LC,0,2020-1
69743867,Engyprosopon hureaui,Hureau's Flounder,2016,DD,1,81,NA,NA,NA,NA,NA,DD,NA,2020-1
69743871,Engyprosopon longipelvis,NA,2016,DD,27,92,NA,NA,NA,NA,NA,DD,NA,2020-1
69743987,Engyprosopon longipterum,Long Pectoral Fin Flounder,2016,LC,67,88,NA,NA,NA,NA,NA,LC,0,2020-1
69744004,Engyprosopon macrolepis,Largescale Dwarf Flounder,2016,LC,3,91,NA,NA,NA,NA,NA,LC,0,2020-1
69744038,Engyprosopon maldivensis,Olive Wide-eyed Flounder,2016,LC,30,215,NA,NA,NA,NA,NA,LC,0,2020-1
69744154,Engyprosopon marquisensis,NA,2016,LC,108,408,NA,NA,NA,NA,NA,LC,0,2020-1
69744177,Engyprosopon raoulensis,NA,2016,LC,15,66,NA,NA,NA,NA,NA,LC,0,2020-1
69744182,Engyprosopon rostratum,Long Snout Flounder,2016,LC,41,300,NA,NA,NA,NA,NA,LC,0,2020-1
69744195,Engyprosopon septempes,Seven Pelvic Ray Flounder,2016,LC,44,88,NA,NA,NA,NA,NA,LC,0,2020-1
69744273,Engyprosopon vanuatuensis,NA,2016,DD,163,165,NA,NA,NA,NA,NA,DD,NA,2020-1
69744363,Engyprosopon xenandrus,NA,2016,LC,13,201,NA,NA,NA,NA,NA,LC,0,2020-1
69744396,Engyprosopon xystrias,Tail-spots Flounder,2016,LC,105,240,NA,NA,NA,NA,NA,LC,0,2020-1
69744444,Grammatobothus pennatus,Pennant Flounder,2016,LC,13,84,NA,NA,NA,NA,NA,LC,0,2020-1
69745130,Parabothus chlorospilus,NA,2016,LC,122,355,NA,NA,NA,NA,NA,LC,0,2020-1
69778452,Parabothus coarctatus,NA,2016,LC,130,580,NA,NA,NA,NA,NA,LC,0,2020-1
69778589,Parabothus kiensis,NA,2016,LC,200,400,NA,NA,NA,NA,NA,LC,0,2020-1
69778885,Taeniopsetta ocellata,Indo-Pacific Ocellated Flounder,2016,LC,183,400,NA,NA,NA,NA,NA,LC,0,2020-1
69778947,Taeniopsetta radula,NA,2016,LC,65,402,NA,NA,NA,NA,NA,LC,0,2020-1
69779049,Tosarhombus brevis,NA,2016,LC,250,320,NA,NA,NA,NA,NA,LC,0,2020-1
69779213,Tosarhombus neocaledonicus,NA,2016,LC,169,325,NA,NA,NA,NA,NA,LC,0,2020-1
69779346,Peltorhamphus latus,Speckled Sole,2016,LC,1,55,NA,NA,NA,NA,NA,LC,0,2020-1
69779492,Poecilopsetta hawaiiensis,NA,2016,LC,80,435,NA,NA,NA,NA,NA,LC,0,2020-1
69779572,Aseraggodes auroculus,NA,2016,DD,15,24,NA,NA,NA,NA,NA,DD,NA,2020-1
69779611,Aseraggodes bahamondei,South Pacific Sole,2016,LC,2,110,NA,NA,NA,NA,NA,LC,0,2020-1
69779638,Aseraggodes borehami,Boreham's Sole,2016,LC,6,29,NA,NA,2246,22998,NA,LC,0,2020-1
69779647,Aseraggodes cyclurus,NA,2016,DD,15,28,NA,NA,NA,NA,NA,DD,NA,2020-1
69779662,Aseraggodes firmisquamis,NA,2016,DD,6,6,NA,NA,NA,NA,NA,DD,NA,2020-1
69779925,Aseraggodes heraldi,Herald's Reef Sole,2016,DD,1,1,NA,NA,NA,NA,NA,DD,NA,2020-1
69779937,Aseraggodes holcomi,Holcom's Reef Sole,2016,DD,1,27,NA,NA,563,1555,NA,DD,NA,2020-1
69779969,Aseraggodes lateralis,NA,2016,DD,4,23,NA,NA,700,25214,NA,DD,NA,2020-1
69779983,Aseraggodes magnoculus,NA,2016,DD,3,18,NA,NA,NA,NA,NA,DD,NA,2020-1
