iucn_sid,sciname,comname,pub_year,old_cat,depth_upper,depth_lower,elev_upper,elev_lower,aoo_km2,eoo_km2,criteria,cat,cat_score,iucn_version
183887,Ophichthus apachus,Thin snake eel,2010,DD,0,8,NA,NA,NA,NA,NA,DD,NA,2020-1
183888,Echiophis brunneus,Pacific spoon-nose eel,2010,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
183889,Lepophidium microlepis,Finescale cusk-eel,2010,LC,17,322,NA,NA,NA,NA,NA,LC,0,2020-1
183890,Leptenchelys vermiformis,Slender worm-eel,2010,DD,20,85,NA,NA,NA,NA,NA,DD,NA,2020-1
183891,Prognichthys tringa,Tringa flyingfish,2010,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
183892,Symphurus leei,Lee's Tonguefish,2010,LC,10,115,NA,NA,NA,NA,NA,LC,0,2020-1
183893,Umbrina analis,Longspine croaker,2010,LC,1,50,NA,NA,NA,NA,NA,LC,0,2020-1
183894,Gobiesox schultzi,Smoothlip clingfish,2010,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
183895,Acanthistius pictus,Peruvian Seabass,2010,LC,10,50,NA,NA,NA,NA,NA,LC,0,2020-1
183896,Paraclinus walkeri,NA,2010,CR,0,6,NA,NA,NA,40,B1ab(iii),CR,0.8,2020-1
183897,Prionotus albirostris,Whitesnout searobin,2010,LC,20,100,NA,NA,NA,NA,NA,LC,0,2020-1
183898,Diplectrum conceptione,Squirrelfish,2010,LC,5,80,NA,NA,NA,NA,NA,LC,0,2020-1
183899,Umbrina reedi,NA,2010,LC,0,30,NA,NA,NA,NA,NA,LC,0,2020-1
183900,Bollmannia macropoma,Frailscale goby,2010,DD,90,255,NA,NA,NA,NA,NA,DD,NA,2020-1
183901,Cynoscion squamipinnis,Scalyfin corvina,2010,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
183902,Lythrypnus alphigena,Cheek-spotted Goby,2010,DD,90,150,NA,NA,NA,NA,NA,DD,NA,2020-1
183903,Perissias taeniopterus,Striped-fin Flounder,2020,LC,46,157,NA,NA,NA,NA,NA,LC,0,2020-1
183904,Hyporhamphus snyderi,Skipper halfbeak,2010,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
183905,Myrichthys pantostigmius,Clarion Snake Eel,2010,LC,5,20,NA,NA,NA,NA,NA,LC,0,2020-1
183906,Symphurus melanurus,Drab Tonguefish,2010,LC,1,35,NA,NA,NA,NA,NA,LC,0,2020-1
183907,Parahypsos piersoni,Slender Blenny,2010,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
183908,Ophichthus rugifer,Wrinkled snake-eel,2010,LC,3,200,NA,NA,NA,NA,NA,LC,0,2020-1
183909,Scartichthys crapulatus,NA,2010,LC,1,15,NA,NA,NA,NA,NA,LC,0,2020-1
183910,Opisthonema bulleri,Slender thread herring,2020,LC,0,50,NA,NA,NA,NA,NA,LC,0,2020-1
183911,Stellifer oscitans,Yawning stardrum,2010,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
183912,Pomadasys schyrii,Smalleye Grunt,2010,DD,0,20,NA,NA,NA,NA,NA,DD,NA,2020-1
183913,Cheilotrema fasciatum,NA,2020,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
183914,Evermannia erici,Eric's Goby,2010,DD,0,4,NA,NA,NA,NA,NA,DD,NA,2020-1
183915,Lophogobius cristulatus,Pacific Crested-goby,2010,LC,0,6,NA,NA,NA,NA,NA,LC,0,2020-1
183916,Gobulus hancocki,Sandtop goby,2010,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
183917,Anchovia macrolepidota,Bigscale Anchovy,2020,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
183918,Bascanichthys cylindricus,Round sand-eel,2010,LC,0,30,NA,NA,1900,NA,NA,LC,0,2020-1
183919,Prionotus birostratus,Twobeak searobin,2010,LC,20,60,NA,NA,NA,NA,NA,LC,0,2020-1
183920,Trinectes xanthurus,Yellow-tail Sole,2010,LC,2,40,NA,NA,NA,NA,NA,LC,0,2020-1
183921,Muraena lentiginosa,Jewel moray,2010,LC,1,25,NA,NA,NA,NA,NA,LC,0,2020-1
183922,Opisthopterus dovii,Dove's Longfin Herring,2020,LC,0,50,NA,NA,NA,NA,NA,LC,0,2020-1
183923,Decodon melasma,Blackspot wrasse,2010,LC,40,160,NA,NA,NA,NA,NA,LC,0,2020-1
183924,Hypsoblennius robustus,NA,2010,LC,1,5,NA,NA,NA,NA,NA,LC,0,2020-1
183925,Sphoeroides angusticeps,Narrow-headed Puffer,2010,LC,5,20,NA,NA,NA,NA,NA,LC,0,2020-1
183926,Quietula y-cauda,American shadow goby,2010,LC,0,4,NA,NA,NA,NA,NA,LC,0,2020-1
183927,Guavina micropus,NA,2010,DD,0,3,NA,NA,NA,NA,NA,DD,NA,2020-1
183928,Xystreurys liolepis,Fantail Flounder,2010,LC,5,136,NA,NA,NA,NA,NA,LC,0,2020-1
183929,Mugil hospes,Hospe Mullet,2010,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
183930,Grammonus diagrammus,Purple Brotula,2010,LC,5,20,NA,NA,NA,NA,NA,LC,0,2020-1
183931,Harengula thrissina,Pacific Flatiron Herring,2010,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
183932,Achirus mazatlanus,Mazatlan Sole,2019,LC,1,200,NA,NA,NA,NA,NA,LC,0,2020-1
183933,Hippoglossina tetrophthalma,Fourspot Flounder,2010,LC,23,233,NA,NA,NA,NA,NA,LC,0,2020-1
183934,Anchoviella balboae,Balboa Anchovy,2017,DD,0,50,NA,NA,NA,NA,NA,DD,NA,2020-1
183935,Paralonchurus dumerilii,Suco croaker,2010,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
183936,Ogilbia jewettae,Jewett's Brotula,2010,LC,0,18,NA,NA,NA,NA,NA,LC,0,2020-1
183937,Orthopristis cantharinus,Sheephead grunt,2010,DD,0,40,NA,NA,NA,NA,NA,DD,NA,2020-1
183938,Rypticus nigripinnis,Blackfin Soapfish,2010,LC,0,70,NA,NA,NA,NA,NA,LC,0,2020-1
183939,Notarius cookei,False Scultptured Sea-catfish,2010,VU,0,20,NA,NA,NA,NA,B2ab(iii),VU,0.4,2020-1
183940,Scorpaena histrio,Player Scorpionfish,2010,LC,5,160,NA,NA,NA,NA,NA,LC,0,2020-1
183941,Chaenopsis alepidota,Orangethroat pikeblenny,2010,LC,1,25,NA,NA,NA,NA,NA,LC,0,2020-1
183942,Aseraggodes herrei,Herre's Sole,2010,DD,1,75,NA,NA,NA,NA,NA,DD,NA,2020-1
183943,Gobioclinus dendriticus,Bravo Clinid,2010,VU,1,25,NA,NA,NA,NA,D2,VU,0.4,2020-1
183944,Gorgasia punctata,Peppered garden eel,2010,LC,5,30,NA,NA,NA,NA,NA,LC,0,2020-1
183945,Micropogonias manni,NA,2010,DD,0,20,NA,NA,NA,NA,NA,DD,NA,2020-1
183946,Ophioscion strabo,Squint-eyed croaker,2010,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
183947,Bollmannia chlamydes,Góbido cabezón,2010,LC,10,120,NA,NA,NA,NA,NA,LC,0,2020-1
183948,Lutjanus argentiventris,Amarillo snapper,2010,LC,3,94,NA,NA,NA,NA,NA,LC,0,2020-1
183949,Paraclinus ditrichus,Leastfoot Blenny,2010,DD,0,10,NA,NA,NA,NA,NA,DD,NA,2020-1
183950,Lythrypnus insularis,Distant Goby,2010,VU,3,20,NA,NA,NA,NA,D2,VU,0.4,2020-1
183951,Hyporhamphus naos,Pacific silverstripe halfbeak,2010,LC,0,30,NA,NA,NA,NA,NA,LC,0,2020-1
183952,Coralliozetus micropes,Scarletfin blenny,2010,LC,1,5,NA,NA,NA,NA,NA,LC,0,2020-1
183953,Petrotyx hopkinsi,Velvetnose brotula,2010,LC,3,10,NA,NA,NA,NA,NA,LC,0,2020-1
183954,Cynoscion analis,Peruvian weakfish,2010,LC,1,50,NA,NA,NA,NA,NA,LC,0,2020-1
183955,Starksia hoesei,Hose Blenny,2010,DD,25,35,NA,NA,NA,NA,NA,DD,NA,2020-1
183956,Haemulopsis nitidus,Shining grunt,2010,LC,0,50,NA,NA,NA,NA,NA,LC,0,2020-1
183957,Atherinops affinis,Topsmelt Silverside,2010,LC,0,26,NA,NA,NA,NA,NA,LC,0,2020-1
183958,Chriolepis cuneata,Rail goby,2010,DD,5,32,NA,NA,NA,NA,NA,DD,NA,2020-1
183959,Labrisomus pomaspilus,NA,2010,DD,1,10,NA,NA,NA,NA,NA,DD,NA,2020-1
183960,Parrella ginsburgi,Darkblotch goby,2010,DD,1,10,NA,NA,NA,NA,NA,DD,NA,2020-1
183961,Stegastes baldwini,Clipperton Gregory,2015,NT,0,100,NA,NA,10,NA,NA,NT,0.2,2020-1
183962,Pisodonophis daspilotus,Marble-toothed snake-eel,2010,NT,0,10,NA,NA,NA,NA,NA,NT,0.2,2020-1
183963,Stegastes leucorus,Whitetail damselfish,2010,VU,0,18,NA,NA,2000,NA,D2,VU,0.4,2020-1
183964,Monolene asaedai,Asaedae Flounder,2010,DD,100,110,NA,NA,NA,NA,NA,DD,NA,2020-1
183965,Trachurus murphyi,Chilean Jack Mackerel,2010,DD,10,300,NA,NA,NA,NA,NA,DD,NA,2020-1
183966,Gymnothorax serratidens,Sawtooth Moray,2010,DD,1,100,NA,NA,NA,NA,NA,DD,NA,2020-1
183967,Lophiodes spilurus,Threadfin goosefish,2010,LC,80,475,NA,NA,NA,NA,NA,LC,0,2020-1
183968,Acanthemblemaria stephensi,Malpelo Barnacle Blenny,2010,VU,0,10,NA,NA,NA,NA,B1ab(iii); D2,VU,0.4,2020-1
183969,Argentina sialis,North-pacific Argentine,2010,LC,10,300,NA,NA,NA,NA,NA,LC,0,2020-1
183970,Brotula clarkae,Pacific bearded brotula,2010,DD,1,650,NA,NA,NA,NA,NA,DD,NA,2020-1
183971,Bellator xenisma,Splitnose searobin,2010,LC,17,200,NA,NA,NA,NA,NA,LC,0,2020-1
183972,Oligoplites altus,Longjaw Leatherjacket,2019,LC,0,30,NA,NA,NA,NA,NA,LC,0,2020-1
183973,Diapterus aureolus,Golden mojarra,2010,LC,0,30,NA,NA,NA,NA,NA,LC,0,2020-1
183974,Stellifer pizarroensis,Pizzaro stardrum,2010,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
183975,Microgobius curtus,Low-crested Goby,2010,LC,0,6,NA,NA,NA,NA,NA,LC,0,2020-1
183976,Liopropoma fasciatum,Wrasse ass bass,2010,LC,25,250,NA,NA,NA,NA,NA,LC,0,2020-1
183977,Polydactylus opercularis,Yellow bobo,2010,LC,0,20,NA,NA,NA,NA,NA,LC,0,2020-1
183978,Serranus aequidens,Deepwater serrano,2010,LC,75,265,NA,NA,NA,NA,NA,LC,0,2020-1
183979,Barbulifer mexicanus,Saddlebanded goby,2010,DD,0,20,NA,NA,NA,NA,NA,DD,NA,2020-1
183980,Plagiotremus azaleus,Sabertooth Blenny,2010,LC,2,25,NA,NA,NA,NA,NA,LC,0,2020-1
183981,Gobioides peruanus,Peruvian Eelgoby,2019,LC,1,45,NA,NA,NA,NA,NA,LC,0,2020-1
183982,Argentina aliceae,Alice Argentina,2010,LC,90,310,NA,NA,NA,NA,NA,LC,0,2020-1
183983,Microgobius crocatus,Yellow-spotted Goby,2010,LC,0,6,NA,NA,NA,NA,NA,LC,0,2020-1
183984,Bairdiella armata,Armed croaker,2010,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
183985,Thalassoma grammaticum,Sunset wrasse,2010,LC,0,65,NA,NA,NA,NA,NA,LC,0,2020-1
183986,Bagre pinnimaculatus,Long-barbeled Sea Catfish,2019,LC,0,20,NA,NA,NA,NA,NA,LC,0,2020-1
183987,Evermannia longipinnis,Enigmatic goby,2010,DD,0,3,NA,NA,NA,NA,NA,DD,NA,2020-1
183988,Citharichthys platophrys,Small Sanddab,2010,LC,20,145,NA,NA,NA,NA,NA,LC,0,2020-1
183989,Menticirrhus paitensis,Paita kingcroaker,2010,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
183990,Exocoetus peruvianus,Peruvian Flyingfish,2010,DD,0,5,NA,NA,NA,NA,NA,DD,NA,2020-1
183991,Caulolatilus princeps,Ocean whitefish,2010,LC,3,150,NA,NA,NA,NA,NA,LC,0,2020-1
183992,Gerres cinereus,Yellow Fin Mojarra,2015,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
183993,Hyporhamphus rosae,California Halfbeak,2019,DD,0,5,NA,NA,NA,NA,NA,DD,NA,2020-1
183994,Scorpaenodes xyris,Rainbow Scorpionfish,2010,LC,1,50,NA,NA,NA,NA,NA,LC,0,2020-1
183995,Ophioscion vermicularis,Vermiculated croaker,2010,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
183996,Cynoscion phoxocephalus,Sharpnose corvina,2010,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
183997,Ophioscion imiceps,Blinkard croaker,2010,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
183998,Ophidion iris,Brighteye cusk-eel,2010,LC,2,85,NA,NA,NA,NA,NA,LC,0,2020-1
183999,Tomicodon prodomus,Ecuadorian Clingfish,2010,DD,0,5,NA,NA,NA,NA,NA,DD,NA,2020-1
184000,Anchoa starksi,Starks's Anchovy,2020,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
184001,Labrisomus socorroensis,Misspelled Blenny,2010,VU,1,10,NA,NA,NA,NA,D2,VU,0.4,2020-1
184002,Lythrypnus solanensis,Sola's Goby,2010,DD,60,100,NA,NA,NA,NA,NA,DD,NA,2020-1
184003,Trachinotus stilbe,Steel Pompano,2010,LC,0,25,NA,NA,NA,NA,NA,LC,0,2020-1
184004,Chaenopsis schmitti,Yellow-mouth pikeblenny,2010,VU,5,30,NA,NA,NA,NA,D2,VU,0.4,2020-1
184005,Lepophidium pardale,Leopard cusk eel,2010,LC,6,90,NA,NA,NA,NA,NA,LC,0,2020-1
184006,Kathetostoma averruncus,Smooth Stargazer,2010,LC,15,600,NA,NA,NA,NA,NA,LC,0,2020-1
184007,Atherinella eriarcha,Longfin silverside,2010,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
184008,Cheilopogon xenopterus,Whitetip flyingfish,2010,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
184009,Axoclinus lucillae,Panama triplefin,2010,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
184010,Cypselurus callopterus,Ornamented flyingfish,2010,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
184011,Barbulifer pantherinus,Panther goby,2010,DD,0,32,NA,NA,NA,NA,NA,DD,NA,2020-1
184012,Gillellus semicinctus,Half-banded Stargazer,2010,LC,5,137,NA,NA,NA,NA,NA,LC,0,2020-1
184013,Parrella maxillaris,Doublestripe goby,2010,LC,8,40,NA,NA,NA,NA,NA,LC,0,2020-1
184014,Coralliozetus boehlkei,Barcheek blenny,2010,LC,1,5,NA,NA,NA,NA,NA,LC,0,2020-1
184015,Pontinus clemensi,Mottled Scorpionfish,2010,LC,50,110,NA,NA,NA,NA,NA,LC,0,2020-1
184016,Girella nigricans,Rudderfish,2010,LC,0,32,NA,NA,NA,NA,NA,LC,0,2020-1
184017,Azurina eupalama,Galapagos Damsel,2010,CR,5,30,NA,NA,10,10,"B1ab(i,ii,iv,v)+2ab(i,ii,iv,v)",CR,0.8,2020-1
184018,Sphoeroides kendalli,Slick Puffer,2010,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
184019,Stellifer illecebrosus,Silver stardrum,2010,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
184020,Emblemaria walkeri,Elusive Signal Blenny,2010,DD,5,30,NA,NA,NA,NA,NA,DD,NA,2020-1
184021,Haemulopsis elongatus,Elongate grunt,2010,LC,0,66,NA,NA,NA,NA,NA,LC,0,2020-1
184022,Hypsoblennius caulopus,Tidepool Blenny,2010,DD,1,5,NA,NA,NA,NA,NA,DD,NA,2020-1
184023,Conodon serrifer,Serrated grunt,2010,LC,5,72,NA,NA,NA,NA,NA,LC,0,2020-1
184024,Physiculus talarae,Peruvian Mora,2010,LC,0,330,NA,NA,NA,NA,NA,LC,0,2020-1
184025,Umbrina galapagorum,Galápagos drum,2010,VU,1,20,NA,NA,NA,NA,D2,VU,0.4,2020-1
184026,Heteroconger pellegrini,Speckled garden eel,2010,LC,5,30,NA,NA,NA,NA,NA,LC,0,2020-1
184027,Ophichthus melope,Black-pored snake-eel,2010,LC,100,244,NA,NA,NA,NA,NA,LC,0,2020-1
184028,Gobiesox aethus,Clarion clingfish,2010,VU,0,10,NA,NA,NA,NA,D2,VU,0.4,2020-1
184029,Lythrypnus zebra,Zebra goby,2010,LC,1,100,NA,NA,NA,NA,NA,LC,0,2020-1
184030,Tomicodon abuelorum,Grandparents Clingfish,2010,EN,0,5,NA,NA,NA,NA,"B1ab(i,iii)",EN,0.6,2020-1
184031,Myxodagnus macrognathus,Longjaw Stargazer,2010,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
184032,Larimus acclivis,Steeplined drum,2010,LC,1,60,NA,NA,NA,NA,NA,LC,0,2020-1
184033,Pareques lanfeari,Royal highhat,2010,LC,5,60,NA,NA,NA,NA,NA,LC,0,2020-1
184034,Sphoeroides sechurae,Peruvian Puffer,2010,LC,5,118,NA,NA,NA,NA,NA,LC,0,2020-1
184035,Halichoeres nicholsi,Spinster wrasse,2010,LC,0,82,NA,NA,NA,NA,NA,LC,0,2020-1
184036,Microgobius miraflorensis,Miraflores goby,2019,LC,0,6,NA,NA,NA,NA,NA,LC,0,2020-1
184037,Zalembius rosaceus,Pink surfperch,2010,LC,10,230,NA,NA,NA,NA,NA,LC,0,2020-1
184038,Umbrina xanti,Common yellowtail croaker,2010,LC,1,35,NA,NA,NA,NA,NA,LC,0,2020-1
184039,Carapus dubius,Pearlfish,2010,DD,2,25,NA,NA,NA,NA,NA,DD,NA,2020-1
184040,Atherinella crystallina,Blackfin Silverside,2019,LC,0,2,1000,0,NA,91750,NA,LC,0,2020-1
184041,Myrichthys tigrinus,Spotted snake-eel,2010,LC,2,25,NA,NA,NA,NA,NA,LC,0,2020-1
184042,Citharichthys fragilis,Gulf Sanddab,2010,LC,20,350,NA,NA,NA,NA,NA,LC,0,2020-1
184043,Pseudogramma thaumasium,Pacific reef bass,2010,LC,3,40,NA,NA,NA,NA,NA,LC,0,2020-1
184044,Gillichthys mirabilis,Longjaw mudsucker,2010,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
184045,Atherinella argentea,Moon Silverside,2010,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
184046,Myrophis vafer,Pacific worm eel,2010,LC,0,15,NA,NA,NA,NA,NA,LC,0,2020-1
184047,Elops affinis,Ladyfish,2019,DD,0,10,NA,NA,NA,NA,NA,DD,NA,2020-1
184048,Starksia lepidogaster,Scalybelly Blenny,2010,DD,0,15,NA,NA,NA,NA,NA,DD,NA,2020-1
184049,Platybelone argalus ssp. pterura,Baja California keeltail needlefish,2010,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
184050,Oligoplites saurus ssp. inornatus,Leather jacket,2010,LC,0,50,NA,NA,NA,NA,NA,LC,0,2020-1
184051,Tylosurus crocodilus ssp. fodiator,Mexican needlefish,2010,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
184052,Etropus delsmani ssp. pacificus,Delsman's flounder,2010,DD,45,50,NA,NA,NA,NA,NA,DD,NA,2020-1
184053,Cheilopogon pinnatibarbatus ssp. californicus,California flyingfish,2010,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
184055,Doryrhamphus excisus ssp. excisus,Pacific blue-stripe pipefish,2010,LC,3,45,NA,NA,NA,NA,NA,LC,0,2020-1
184056,Sardinops sagax ssp. sagax,South American Pilchard,2010,LC,0,200,NA,NA,NA,NA,NA,LC,0,2020-1
184088,Morone americana,White Perch,2013,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184099,Spirinchus thaleichthys,Longfin Smelt,2013,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184493,Melampus massauensis,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
184520,Laemodonta oblonga,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
184523,Melampus caffer,NA,2011,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184554,Iphigenia delessertii,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184576,Laemodonta amplicata,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
184590,Galatea nux,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184626,Iphigenia curta,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184635,Galatea schwabi,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
184679,Cerithidea decollata,NA,2016,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184700,Galatea heukelomii,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184711,Iphigenia laevigata,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184723,Galatea congica,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184732,Galatea tenuicula,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
184812,Telescopium telescopium,NA,2012,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184814,Morrisonietta gracilis,NA,2012,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
184829,Stenothyra glabrata,NA,2012,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184847,Iravadia reticulata,NA,2012,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184861,Morrisonietta krungtepensis,NA,2012,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
184867,Stenothyra prasongi,NA,2012,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
184876,Rehderiella parva,NA,2012,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184889,Stenothyra maculata,NA,2012,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
184904,Auriculastra elongata,NA,2012,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184918,Auriculastra subula,NA,2016,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184929,Clenchiella microscopica,NA,2014,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184939,Iravadia rohdei,NA,2012,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184940,Iravadia cochinchinensis,NA,2012,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
184985,Enoplometopus daumi,Striped Reef Lobster,2011,DD,0,1,NA,NA,NA,NA,NA,DD,NA,2020-1
184986,Galearctus rapanus,NA,2011,DD,250,300,NA,NA,NA,NA,NA,DD,NA,2020-1
184987,Bathyarctus steatopygus,NA,2011,DD,26,176,NA,NA,NA,NA,NA,DD,NA,2020-1
184988,Galearctus umbilicatus,NA,2011,DD,70,230,NA,NA,NA,NA,NA,DD,NA,2020-1
184989,Stereomastis cerata,NA,2011,LC,1150,1757,NA,NA,NA,NA,NA,LC,0,2020-1
184990,Nephropsis holthuisi,NA,2011,DD,350,1105,NA,NA,NA,NA,NA,DD,NA,2020-1
184991,Stereomastis trispinosa,NA,2011,LC,650,915,NA,NA,NA,NA,NA,LC,0,2020-1
184992,Thaumastochelopsis brucei,NA,2011,DD,199,250,NA,NA,NA,NA,NA,DD,NA,2020-1
184993,Enoplometopus antillensis,Flaming Reef Lobster,2011,LC,5,201,NA,NA,NA,NA,NA,LC,0,2020-1
184994,Biarctus dubius,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
184995,Eduarctus lewinsohni,NA,2011,DD,20,82,NA,NA,NA,NA,NA,DD,NA,2020-1
184996,Stereomastis panglao,NA,2011,LC,784,1773,NA,NA,NA,NA,NA,LC,0,2020-1
184997,Eduarctus modestus,NA,2011,LC,29,112,NA,NA,NA,NA,NA,LC,0,2020-1
184998,Enoplometopus debelius,Violet-spotted Reef Lobster,2011,DD,12,25,NA,NA,NA,NA,NA,DD,NA,2020-1
184999,Scyllarus subarctus,NA,2011,DD,100,300,NA,NA,NA,NA,NA,DD,NA,2020-1
185000,Stereomastis nana,NA,2011,LC,300,4000,NA,NA,NA,NA,NA,LC,0,2020-1
185001,Stereomastis alis,NA,2011,DD,900,1300,NA,NA,NA,NA,NA,DD,NA,2020-1
185002,Ibacus pubescens,NA,2011,DD,150,391,NA,NA,NA,NA,NA,DD,NA,2020-1
185003,Stereomastis polita,NA,2011,LC,280,1785,NA,NA,NA,NA,NA,LC,0,2020-1
185004,Thymopides laurentae,NA,2011,DD,3480,3505,NA,NA,NA,NA,NA,DD,NA,2020-1
185005,Enoplometopus gracilipes,NA,2011,DD,80,300,NA,NA,NA,NA,NA,DD,NA,2020-1
185006,Eduarctus marginatus,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
185007,Nupalirus chani,Small Furrow Lobster,2011,DD,150,340,NA,NA,NA,NA,NA,DD,NA,2020-1
185008,Palinurus barbarae,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
185009,Palinustus holthuisi,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
185010,Acantharctus delfini,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
185011,Enoplometopus chacei,NA,2011,DD,0,2,NA,NA,NA,NA,NA,DD,NA,2020-1
185012,Stereomastis sculpta,Flatback Lobster,2011,LC,200,4000,NA,NA,NA,NA,NA,LC,0,2020-1
185013,Bathyarctus ramosae,NA,2011,DD,290,315,NA,NA,NA,NA,NA,DD,NA,2020-1
185014,Thenus indicus,Mud Bug,2011,DD,10,30,NA,NA,NA,NA,NA,DD,NA,2020-1
185015,Cardus crucifer,NA,2011,LC,549,2195,NA,NA,NA,NA,NA,LC,0,2020-1
185016,Scyllarus planorbis,NA,2011,DD,18,99,NA,NA,NA,NA,NA,DD,NA,2020-1
185017,Petrarctus demani,NA,2011,LC,5,59,NA,NA,NA,NA,NA,LC,0,2020-1
185018,Pentacheles gibbus,NA,2011,LC,1668,1703,NA,NA,NA,NA,NA,LC,0,2020-1
185019,Polycheles enthrix,NA,2011,LC,229,1152,NA,NA,NA,NA,NA,LC,0,2020-1
185020,Crenarctus crenatus,NA,2011,LC,7,250,NA,NA,NA,NA,NA,LC,0,2020-1
185021,Ibacus chacei,NA,2011,LC,2,330,NA,NA,NA,NA,NA,LC,0,2020-1
185022,Stereomastis talismani,NA,2011,LC,100,2100,NA,NA,NA,NA,NA,LC,0,2020-1
185023,Stereomastis surda,NA,2011,LC,350,1525,NA,NA,NA,NA,NA,LC,0,2020-1
185024,Enoplometopus holthuisi,Bullseye Reef Lobster,2011,DD,20,80,NA,NA,NA,NA,NA,DD,NA,2020-1
185025,Nupalirus vericeli,Polynesian Furrow Lobster,2011,DD,160,320,NA,NA,NA,NA,NA,DD,NA,2020-1
185026,Polycheles typhlops,NA,2011,LC,77,2055,NA,NA,NA,NA,NA,LC,0,2020-1
185027,Biarctus vitiensis,Fiji Locust Lobster,2011,LC,6,48,NA,NA,NA,NA,NA,LC,0,2020-1
