iucn_sid,sciname,old_cat,iucn_rgn,cat_score,cat_current
194998,Lestidiops sphyrenoides,LC,mediterranean,0,LC
194998,Lestidiops sphyrenoides,LC,europe,0,LC
194999,Paralepis coregonoides,LC,mediterranean,0,LC
194999,Paralepis coregonoides,LC,europe,0,LC
195001,Bathysaurus mollis,DD,mediterranean,NA,DD
195001,Bathysaurus mollis,LC,europe,0,LC
195003,Halobatrachus didactylus,DD,mediterranean,NA,DD
195003,Halobatrachus didactylus,LC,europe,0,LC
195038,Lampris guttatus,DD,mediterranean,NA,DD
195038,Lampris guttatus,LC,europe,0,LC
195091,Brama brama,DD,mediterranean,NA,DD
195091,Brama brama,LC,europe,0,LC
195093,Helicolenus dactylopterus,LC,mediterranean,0,LC
195093,Helicolenus dactylopterus,LC,europe,0,LC
195672,Anarchias longicauda,DD,europe,NA,DD
195688,Enchelycore anatina,LC,europe,0,LC
195708,Gymnothorax bacalladoi,DD,europe,NA,DD
195805,Gymnothorax vicinus,DD,europe,NA,DD
195810,Muraena augusti,LC,europe,0,LC
195838,Aldrovandia phalacra,LC,europe,0,LC
195839,Aldrovandia rostrata,"NA",europe,NA,NA
195840,Halosauropsis macrochir,LC,europe,0,LC
195843,Halosaurus johnsonianus,LC,europe,0,LC
